id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry_end_location,under_pressure,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,dribble_outcome_id,dribble_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,clearance_body_part_id,clearance_body_part_name,clearance_head,counterpress,out,ball_recovery_recovery_failure,pass_aerial_won,clearance_left_foot,clearance_right_foot,pass_cross,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,off_camera,pass_technique_id,pass_technique_name,pass_through_ball,foul_committed_penalty,foul_committed_card_id,foul_committed_card_name,foul_won_penalty,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,shot_one_on_one,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_outcome_id,goalkeeper_outcome_name,interception_outcome_id,interception_outcome_name,pass_switch,block_deflection,clearance_aerial_won,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_outswinging,shot_first_time,pass_goal_assist,foul_won_defensive,pass_no_touch,pass_cut_back,foul_won_advantage,dribble_overrun,miscontrol_aerial_won,bad_behaviour_card_id,bad_behaviour_card_name,goalkeeper_punched_out,pass_deflected,goalkeeper_lost_out,foul_committed_advantage,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Error,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Offside,event_type_Pass,event_type_Player Off,event_type_Player On,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
884aa1ac-deae-4a05-ad19-c2099b822a2c,575,1,00:16:36.925,16,36,22,,42,Ball Receipt*,215,Athletic Club,2,From Corner,215,Athletic Club,,,['d6bf0de2-83b7-424f-bf82-1bc0cc5d4c8c'],"[32.1, 58.2]",6788.0,Xabier Etxeita Gorritxategi,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,996.925,1.01299999999992,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.013032720292935562
63e3217d-c04e-486d-9564-ef1cf76ced35,576,1,00:16:36.925,16,36,22,1.9396,43,Carry,215,Athletic Club,2,From Corner,215,Athletic Club,,,"['884aa1ac-deae-4a05-ad19-c2099b822a2c', 'e98898a2-da24-4fca-ab69-e5b10f11625f']","[32.1, 58.2]",6788.0,Xabier Etxeita Gorritxategi,3.0,Right Center Back,,,,,,,,,,,,"[33.3, 59.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,996.925,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6512559879407868
e98898a2-da24-4fca-ab69-e5b10f11625f,577,1,00:16:38.865,16,38,22,1.84,30,Pass,215,Athletic Club,2,From Corner,215,Athletic Club,,,['54dfb728-e180-4b01-b31b-5eca8dc87601'],"[33.3, 59.4]",6788.0,Xabier Etxeita Gorritxategi,3.0,Right Center Back,6662.0,Iago Herrerín Buisán,26.78395,-2.197122,1.0,Ground Pass,"[17.6, 37.7]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998.865,1.9400000000000546,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.7489639152527223
54dfb728-e180-4b01-b31b-5eca8dc87601,578,1,00:16:40.705,16,40,22,,42,Ball Receipt*,215,Athletic Club,2,From Corner,215,Athletic Club,,,['e98898a2-da24-4fca-ab69-e5b10f11625f'],"[17.6, 37.7]",6662.0,Iago Herrerín Buisán,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.705,1.8400000000000318,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7565173230009864
43c1a839-002c-4702-a9cc-ac7a8119fcad,579,1,00:16:40.705,16,40,22,4.4446,43,Carry,215,Athletic Club,2,From Corner,215,Athletic Club,,,"['3b363d49-80f4-4be0-8385-ff66dab0a09f', '54dfb728-e180-4b01-b31b-5eca8dc87601']","[17.6, 37.7]",6662.0,Iago Herrerín Buisán,1.0,Goalkeeper,,,,,,,,,,,,"[26.8, 43.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.705,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5662889912320401
3b363d49-80f4-4be0-8385-ff66dab0a09f,580,1,00:16:45.150,16,45,22,5.630855,30,Pass,215,Athletic Club,2,From Corner,215,Athletic Club,,,['e2162e1d-8f5a-4553-8b0e-cf52e52d075a'],"[26.8, 43.0]",6662.0,Iago Herrerín Buisán,1.0,Goalkeeper,6649.0,Óscar de Marcos Arana,67.426476,0.55797046,3.0,High Pass,"[84.0, 78.7]",,,40.0,Right Foot,,,75.0,Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1005.15,4.444999999999936,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.6182472126067967
e2162e1d-8f5a-4553-8b0e-cf52e52d075a,581,1,00:16:50.780,16,50,22,,42,Ball Receipt*,215,Athletic Club,2,From Corner,215,Athletic Club,,,['3b363d49-80f4-4be0-8385-ff66dab0a09f'],"[73.9, 71.2]",6649.0,Óscar de Marcos Arana,12.0,Right Midfield,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010.78,5.6299999999999955,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.07867293460153835
7cc19945-47f1-4f7c-8a64-42936ef8e3ad,582,1,00:17:00.098,17,0,23,1.142926,30,Pass,217,Barcelona,4,From Throw In,217,Barcelona,,,['b2b75b4a-2e66-4e3a-9242-0acefc7a30c5'],"[35.7, 0.1]",5211.0,Jordi Alba Ramos,6.0,Left Back,5246.0,Luis Alberto Suárez Díaz,11.321661,0.42808947,2.0,Low Pass,"[46.0, 4.8]",67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020.098,9.317999999999984,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.7392832550527504
b2b75b4a-2e66-4e3a-9242-0acefc7a30c5,583,1,00:17:01.241,17,1,23,,42,Ball Receipt*,217,Barcelona,4,From Throw In,217,Barcelona,,,['7cc19945-47f1-4f7c-8a64-42936ef8e3ad'],"[46.0, 4.8]",5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1021.241,1.143000000000029,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7594665330535336
8506a9cc-53a2-4df6-aeb0-c8108c126f2e,584,1,00:17:01.241,17,1,23,0.353476,43,Carry,217,Barcelona,4,From Throw In,217,Barcelona,,,"['38ee17ca-8e6b-4b23-8324-b83451fa87fa', 'b2b75b4a-2e66-4e3a-9242-0acefc7a30c5']","[46.0, 4.8]",5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,,,,,,,,,,,,"[46.0, 4.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1021.241,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3108752110592907
38ee17ca-8e6b-4b23-8324-b83451fa87fa,585,1,00:17:01.595,17,1,23,0.565887,30,Pass,217,Barcelona,4,From Throw In,217,Barcelona,,,['e9d7a892-0b02-4294-8ad6-54cf38adbdc2'],"[46.0, 4.8]",5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,5216.0,Andrés Iniesta Luján,6.3600316,2.2111528,2.0,Low Pass,"[42.2, 9.9]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1021.595,0.35400000000004184,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8228307079954146
e9d7a892-0b02-4294-8ad6-54cf38adbdc2,586,1,00:17:02.161,17,2,23,,42,Ball Receipt*,217,Barcelona,4,From Throw In,217,Barcelona,,,['38ee17ca-8e6b-4b23-8324-b83451fa87fa'],"[42.2, 9.9]",5216.0,Andrés Iniesta Luján,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022.161,0.5659999999999172,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.02057080248756371
a2be07eb-ac09-4464-b796-03acac17dabc,587,1,00:17:02.161,17,2,23,0.279222,43,Carry,217,Barcelona,4,From Throw In,217,Barcelona,,,"['2895e12b-c39d-4209-8c3d-00b6198f7911', 'e9d7a892-0b02-4294-8ad6-54cf38adbdc2']","[42.2, 9.9]",5216.0,Andrés Iniesta Luján,15.0,Left Center Midfield,,,,,,,,,,,,"[42.2, 9.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022.161,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6982597786091679
2895e12b-c39d-4209-8c3d-00b6198f7911,588,1,00:17:02.440,17,2,23,0.79061,30,Pass,217,Barcelona,4,From Throw In,217,Barcelona,,,['181e4501-9062-4da4-9bab-9167839491de'],"[42.2, 9.9]",5216.0,Andrés Iniesta Luján,15.0,Left Center Midfield,5203.0,Sergio Busquets i Burgos,10.076706,2.2718878,1.0,Ground Pass,"[35.7, 17.6]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022.44,0.27900000000011005,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.0975480066472576
7fa2ba86-6519-4ed8-b483-21b16b2a50d9,589,1,00:17:02.907,17,2,23,1.231042,17,Pressure,217,Barcelona,4,From Throw In,215,Athletic Club,,,"['181e4501-9062-4da4-9bab-9167839491de', 'c81c3907-c4fa-4555-954d-750bc9b2e918', 'f1ce4863-81ff-458c-9b75-4f7d2f0b3b6a']","[80.9, 63.7]",6396.0,Beñat Etxebarria Urkiaga,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022.907,0.46699999999998454,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.7027664847752827
181e4501-9062-4da4-9bab-9167839491de,590,1,00:17:03.231,17,3,23,,42,Ball Receipt*,217,Barcelona,4,From Throw In,217,Barcelona,,,"['2895e12b-c39d-4209-8c3d-00b6198f7911', '7fa2ba86-6519-4ed8-b483-21b16b2a50d9']","[35.7, 17.6]",5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.231,0.32399999999995543,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.30773014759869544
c81c3907-c4fa-4555-954d-750bc9b2e918,591,1,00:17:03.231,17,3,23,0.893166,43,Carry,217,Barcelona,4,From Throw In,217,Barcelona,,,"['181e4501-9062-4da4-9bab-9167839491de', '7fa2ba86-6519-4ed8-b483-21b16b2a50d9', 'f1ce4863-81ff-458c-9b75-4f7d2f0b3b6a']","[35.7, 17.6]",5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,,,,,,,,,,,,"[33.9, 19.8]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.231,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6845595900646132
f1ce4863-81ff-458c-9b75-4f7d2f0b3b6a,592,1,00:17:04.124,17,4,23,1.617949,30,Pass,217,Barcelona,4,From Throw In,217,Barcelona,,,"['7fa2ba86-6519-4ed8-b483-21b16b2a50d9', 'b9fd4110-751e-4a6a-9766-d0c094705041']","[33.9, 19.8]",5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,5213.0,Gerard Piqué Bernabéu,25.827892,2.1072319,2.0,Low Pass,"[20.7, 42.0]",,,40.0,Right Foot,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.124,0.8930000000000291,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.48558494703847555
b9fd4110-751e-4a6a-9766-d0c094705041,593,1,00:17:05.742,17,5,23,,42,Ball Receipt*,217,Barcelona,4,From Throw In,217,Barcelona,,,['f1ce4863-81ff-458c-9b75-4f7d2f0b3b6a'],"[20.7, 42.0]",5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.742,1.6179999999999382,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9874837045385342
51828f6c-806f-4051-9c5d-e4af15605741,594,1,00:17:05.742,17,5,23,1.161466,43,Carry,217,Barcelona,4,From Throw In,217,Barcelona,,,"['8696ca7a-e941-4811-9d2b-d9c077fa0ae5', 'b9fd4110-751e-4a6a-9766-d0c094705041']","[20.7, 42.0]",5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,,,,,,,,,,,,"[24.1, 49.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.742,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5381628093419352
8696ca7a-e941-4811-9d2b-d9c077fa0ae5,595,1,00:17:06.903,17,6,23,1.800631,30,Pass,217,Barcelona,4,From Throw In,217,Barcelona,,,['fed1ebea-9d61-4cfd-87c8-5b4d6604fb23'],"[24.1, 49.4]",5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,6400.0,Aleix Vidal Parreu,31.18926,0.951665,1.0,Ground Pass,"[42.2, 74.8]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.903,1.1610000000000582,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.341194006421897
fed1ebea-9d61-4cfd-87c8-5b4d6604fb23,596,1,00:17:08.704,17,8,23,,42,Ball Receipt*,217,Barcelona,4,From Throw In,217,Barcelona,,,['8696ca7a-e941-4811-9d2b-d9c077fa0ae5'],"[42.2, 74.8]",6400.0,Aleix Vidal Parreu,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1028.704,1.8009999999999309,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7104132821199085
5f65f700-5b6d-44a6-9353-fd8812dcc1b9,597,1,00:17:08.704,17,8,23,1.667769,43,Carry,217,Barcelona,4,From Throw In,217,Barcelona,,,"['d8857dfb-ab75-4e59-b029-b3ff6f4e08ef', 'fed1ebea-9d61-4cfd-87c8-5b4d6604fb23']","[42.2, 74.8]",6400.0,Aleix Vidal Parreu,2.0,Right Back,,,,,,,,,,,,"[42.2, 74.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1028.704,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5842769299346084
d8857dfb-ab75-4e59-b029-b3ff6f4e08ef,598,1,00:17:10.372,17,10,23,1.21521,30,Pass,217,Barcelona,4,From Throw In,217,Barcelona,,,['3a61d4b6-aa99-4476-b1c5-295e7e34d13b'],"[42.2, 74.8]",6400.0,Aleix Vidal Parreu,2.0,Right Back,5470.0,Ivan Rakitić,20.890429,-0.9588939,1.0,Ground Pass,"[54.2, 57.7]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1030.372,1.66800000000012,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.866383978193379
3a61d4b6-aa99-4476-b1c5-295e7e34d13b,599,1,00:17:11.587,17,11,23,,42,Ball Receipt*,217,Barcelona,4,From Throw In,217,Barcelona,,,['d8857dfb-ab75-4e59-b029-b3ff6f4e08ef'],"[54.2, 57.7]",5470.0,Ivan Rakitić,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1031.587,1.2149999999999181,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.09353402599646998
eff80b7d-4b62-4b82-8b9b-b161dce01c8d,600,1,00:17:11.587,17,11,23,0.54689,43,Carry,217,Barcelona,4,From Throw In,217,Barcelona,,,"['3a61d4b6-aa99-4476-b1c5-295e7e34d13b', '628c7fff-927c-4571-ac11-caa5c3f57abb']","[54.2, 57.7]",5470.0,Ivan Rakitić,13.0,Right Center Midfield,,,,,,,,,,,,"[55.2, 57.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1031.587,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.632581959105448
628c7fff-927c-4571-ac11-caa5c3f57abb,601,1,00:17:12.134,17,12,23,1.239189,30,Pass,217,Barcelona,4,From Throw In,217,Barcelona,,,['9bbf5ffc-d3c2-4e57-939d-bc3122ab48a8'],"[55.2, 57.6]",5470.0,Ivan Rakitić,13.0,Right Center Midfield,6400.0,Aleix Vidal Parreu,15.969972,1.9559538,1.0,Ground Pass,"[49.2, 72.4]",,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1032.134,0.5470000000000255,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.9256541038535951
9bbf5ffc-d3c2-4e57-939d-bc3122ab48a8,602,1,00:17:13.373,17,13,23,,42,Ball Receipt*,217,Barcelona,4,From Throw In,217,Barcelona,,,['628c7fff-927c-4571-ac11-caa5c3f57abb'],"[49.2, 72.4]",6400.0,Aleix Vidal Parreu,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1033.373,1.2390000000000327,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.26367074364085663
2363c5a7-8b00-4903-994c-ce9e8dfe4a9b,603,1,00:17:13.373,17,13,23,0.67361,43,Carry,217,Barcelona,4,From Throw In,217,Barcelona,,,"['74538429-3e38-43e8-a313-e6366848ccbd', '9bbf5ffc-d3c2-4e57-939d-bc3122ab48a8']","[49.2, 72.4]",6400.0,Aleix Vidal Parreu,2.0,Right Back,,,,,,,,,,,,"[49.8, 71.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1033.373,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6089092959645465
74538429-3e38-43e8-a313-e6366848ccbd,604,1,00:17:14.046,17,14,23,0.640389,30,Pass,217,Barcelona,4,From Throw In,217,Barcelona,,,['dd26187f-7251-47db-96c1-eb6012d52a76'],"[49.8, 71.7]",6400.0,Aleix Vidal Parreu,2.0,Right Back,5503.0,Lionel Andrés Messi Cuccittini,7.915807,0.45799795,1.0,Ground Pass,"[56.9, 75.2]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1034.046,0.6730000000000018,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.906637743259784
dd26187f-7251-47db-96c1-eb6012d52a76,605,1,00:17:14.687,17,14,23,,42,Ball Receipt*,217,Barcelona,4,From Throw In,217,Barcelona,,,['74538429-3e38-43e8-a313-e6366848ccbd'],"[56.9, 75.2]",5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1034.687,0.640999999999849,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7065463253843547
92af28fb-b2aa-461a-935c-aa1e3b0fc01b,606,1,00:17:14.687,17,14,23,2.960211,43,Carry,217,Barcelona,4,From Throw In,217,Barcelona,,,"['92664be0-c355-4929-83d8-2bc02403ecae', 'c92d3622-961a-4a05-aeed-c11ba2fe2bce', 'dd26187f-7251-47db-96c1-eb6012d52a76']","[56.9, 75.2]",5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,,,,,,,,,,,,"[53.9, 66.6]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1034.687,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.39705082621688537
c92d3622-961a-4a05-aeed-c11ba2fe2bce,607,1,00:17:14.708,17,14,23,3.553443,17,Pressure,217,Barcelona,4,From Throw In,215,Athletic Club,,,"['92664be0-c355-4929-83d8-2bc02403ecae', '92af28fb-b2aa-461a-935c-aa1e3b0fc01b']","[60.6, 5.6]",6789.0,Mikel Balenziaga Oruesagasti,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1034.708,0.021000000000185537,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.4166175535784461
92664be0-c355-4929-83d8-2bc02403ecae,608,1,00:17:17.647,17,17,23,2.149651,30,Pass,217,Barcelona,4,From Throw In,217,Barcelona,,,"['7424b149-a090-46d6-922d-ba9106c2783c', 'c92d3622-961a-4a05-aeed-c11ba2fe2bce']","[53.9, 66.6]",5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,5506.0,Javier Alejandro Mascherano,33.927128,-1.7097754,1.0,Ground Pass,"[49.2, 33.0]",,,38.0,Left Foot,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1037.647,2.938999999999851,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8720173842596185
7424b149-a090-46d6-922d-ba9106c2783c,609,1,00:17:19.797,17,19,23,,42,Ball Receipt*,217,Barcelona,4,From Throw In,217,Barcelona,,,['92664be0-c355-4929-83d8-2bc02403ecae'],"[49.2, 33.0]",5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1039.797,2.150000000000091,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7085898161660822
