id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,under_pressure,counterpress,out,duel_type_id,duel_type_name,pass_aerial_won,duel_outcome_id,duel_outcome_name,dribble_outcome_id,dribble_outcome_name,clearance_left_foot,clearance_body_part_id,clearance_body_part_name,ball_recovery_recovery_failure,foul_committed_card_id,foul_committed_card_name,foul_won_defensive,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,pass_switch,pass_cross,shot_first_time,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,clearance_right_foot,clearance_head,interception_outcome_id,interception_outcome_name,foul_committed_advantage,foul_won_advantage,dribble_nutmeg,foul_committed_type_id,foul_committed_type_name,foul_committed_offensive,miscontrol_aerial_won,pass_outswinging,pass_technique_id,pass_technique_name,clearance_aerial_won,shot_aerial_won,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_miscommunication,pass_goal_assist,pass_straight,pass_cut_back,shot_one_on_one,bad_behaviour_card_id,bad_behaviour_card_name,pass_through_ball,block_offensive,dribble_overrun,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Error,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Player Off,event_type_Player On,event_type_Pressure,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
2f15aa71-2b93-449b-81cf-4fbd4f2d9598,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,209,Celta Vigo,1,Regular Play,209,Celta Vigo,4231.0,"[{'player': {'id': 6884, 'name': 'Sergio Álvarez Conde'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6802, 'name': 'Jonathan Castro Otto'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 6794, 'name': 'Gustavo Daniel Cabral Cáceres'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 6804, 'name': 'Sergi Gómez Solà'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 7577, 'name': 'Carles Planas Antolínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 6797, 'name': 'Daniel Wass'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 6796, 'name': 'Nemanja Radoja'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 6600, 'name': 'Claudio Beauvue'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 12}, {'player': {'id': 6801, 'name': 'Pedro Pablo Hernández'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 23785, 'name': ""Théo Bongonda Mbul''Ofeko Batombo""}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 5217, 'name': 'Iago Aspas Juncal'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.9800019421757526
23f413f9-70b0-4fb8-82e9-b7f7ef1d775f,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,209,Celta Vigo,1,Regular Play,213,Sevilla,4231.0,"[{'player': {'id': 6823, 'name': 'Sergio Rico González'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 21210, 'name': 'Mariano Ferreira Filho'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 3253, 'name': 'Adil Rami'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 6349, 'name': 'Federico Julián Fazio'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 6718, 'name': 'Sergio Escudero Palomo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 5737, 'name': ""Steven N''Kemboanza Mike Christopher Nzonzi""}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 6825, 'name': 'Daniel Filipe Martins Carriço'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 23816, 'name': 'José Antonio Reyes Calderón'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 6356, 'name': 'Michael Krohn-Dehli'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 8523, 'name': 'Yevhen Konoplyanka'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 3486, 'name': 'Fernando Llorente Torres'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 24}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.7070939140462082
01a0d5a2-bf2b-456b-86ae-f9ba8aabc871,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,209,Celta Vigo,1,Regular Play,213,Sevilla,,,['2129e8d6-97b5-4c93-bb45-ae1c99fa304d'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.3588957363478079
2129e8d6-97b5-4c93-bb45-ae1c99fa304d,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,['01a0d5a2-bf2b-456b-86ae-f9ba8aabc871'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.45553476219848765
ebd95990-d139-4dcc-a68e-92da6b406409,5,1,00:00:00.638,0,0,2,0.189924,30,Pass,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['009f36c0-bce1-4234-a2dc-94d4cfc3655c'],True,"[60.0, 40.0]",5217.0,Iago Aspas Juncal,23.0,Center Forward,6797.0,Daniel Wass,2.6305892,-1.7234457,1.0,Ground Pass,"[59.6, 37.4]",40.0,Right Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.638,0.638,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.6306747821171519
009f36c0-bce1-4234-a2dc-94d4cfc3655c,6,1,00:00:00.828,0,0,2,,42,Ball Receipt*,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['ebd95990-d139-4dcc-a68e-92da6b406409'],,"[59.6, 37.4]",6797.0,Daniel Wass,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.828,0.18999999999999995,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5253226256137699
d1293318-97fb-490d-bd8b-8adcc7272ad4,7,1,00:00:01.537,0,1,2,0.887904,30,Pass,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['009c4d7b-45b6-49d0-9a37-3f35b86e686a'],True,"[58.6, 39.9]",6797.0,Daniel Wass,9.0,Right Defensive Midfield,6796.0,Nemanja Radoja,16.46147,-3.0014138,1.0,Ground Pass,"[42.3, 37.6]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.537,0.709,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.3592076468122025
009c4d7b-45b6-49d0-9a37-3f35b86e686a,8,1,00:00:02.425,0,2,2,,42,Ball Receipt*,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['d1293318-97fb-490d-bd8b-8adcc7272ad4'],,"[42.3, 37.6]",6796.0,Nemanja Radoja,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.425,0.8879999999999999,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.22549980635864253
fdb081f0-51d8-404c-beb8-203e3405bff5,9,1,00:00:03.424,0,3,2,1.110076,30,Pass,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['669ecf2a-a506-4ab1-a601-0b371cbcb349'],,"[39.7, 39.0]",6796.0,Nemanja Radoja,11.0,Left Defensive Midfield,6802.0,Jonathan Castro Otto,20.812737,1.8332558,1.0,Ground Pass,"[34.3, 59.1]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.424,0.9990000000000001,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.9324048047094993
669ecf2a-a506-4ab1-a601-0b371cbcb349,10,1,00:00:04.534,0,4,2,,42,Ball Receipt*,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['fdb081f0-51d8-404c-beb8-203e3405bff5'],,"[34.3, 59.1]",6802.0,Jonathan Castro Otto,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.534,1.1099999999999999,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5439616451990381
30c3c349-0e01-48cb-bd26-d2cf67d3c835,11,1,00:00:04.534,0,4,2,1.137442,43,Carry,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,"['42c4267e-e497-4c12-9461-e38a53126ea4', '669ecf2a-a506-4ab1-a601-0b371cbcb349']",,"[34.3, 59.1]",6802.0,Jonathan Castro Otto,2.0,Right Back,,,,,,,,,,,,"[34.5, 59.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.534,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9376119799067403
42c4267e-e497-4c12-9461-e38a53126ea4,12,1,00:00:05.671,0,5,2,2.028566,30,Pass,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['16707089-b7a6-4ddb-914c-5d7866b71031'],,"[34.5, 59.8]",6802.0,Jonathan Castro Otto,2.0,Right Back,6794.0,Gustavo Daniel Cabral Cáceres,14.5,-2.4980915,1.0,Ground Pass,"[22.9, 51.1]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.671,1.1370000000000005,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.7272053046380028
16707089-b7a6-4ddb-914c-5d7866b71031,13,1,00:00:07.700,0,7,2,,42,Ball Receipt*,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['42c4267e-e497-4c12-9461-e38a53126ea4'],,"[22.9, 51.1]",6794.0,Gustavo Daniel Cabral Cáceres,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7,2.029,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9170443402449049
61a51f89-2f8f-492b-a14a-857cbf40b79f,14,1,00:00:07.700,0,7,2,0.177264,43,Carry,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,"['16707089-b7a6-4ddb-914c-5d7866b71031', '70ac7532-2414-49b6-b8a4-782e52fab90d']",,"[22.9, 51.1]",6794.0,Gustavo Daniel Cabral Cáceres,3.0,Right Center Back,,,,,,,,,,,,"[14.4, 41.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4477728374832717
70ac7532-2414-49b6-b8a4-782e52fab90d,15,1,00:00:07.877,0,7,2,1.475237,30,Pass,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['8d1ed0c1-4c1f-4b06-948b-6821406ab22d'],,"[14.4, 41.8]",6794.0,Gustavo Daniel Cabral Cáceres,3.0,Right Center Back,6804.0,Sergi Gómez Solà,14.073024,-1.413825,1.0,Ground Pass,"[16.6, 27.9]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.877,0.1769999999999996,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.5570435457382117
8d1ed0c1-4c1f-4b06-948b-6821406ab22d,16,1,00:00:09.352,0,9,2,,42,Ball Receipt*,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['70ac7532-2414-49b6-b8a4-782e52fab90d'],,"[16.6, 27.9]",6804.0,Sergi Gómez Solà,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.352,1.4750000000000005,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8920265571308624
b026046b-f1a8-439c-966a-4692e8daad36,17,1,00:00:09.352,0,9,2,1.192698,43,Carry,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,"['8d1ed0c1-4c1f-4b06-948b-6821406ab22d', 'b28a937b-0b8b-49e8-9262-decc38741d4f']",,"[16.6, 27.9]",6804.0,Sergi Gómez Solà,5.0,Left Center Back,,,,,,,,,,,,"[21.8, 27.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.352,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4978222977403409
b28a937b-0b8b-49e8-9262-decc38741d4f,18,1,00:00:10.545,0,10,2,4.220431,30,Pass,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,"['4eb41631-0693-4cce-9f1a-6595bc05a1c0', 'c333af85-0d1b-4936-995b-b53c0e6b18f2']",,"[21.8, 27.4]",6804.0,Sergi Gómez Solà,5.0,Left Center Back,5217.0,Iago Aspas Juncal,67.195984,-0.21140516,3.0,High Pass,"[87.5, 13.3]",40.0,Right Foot,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.545,1.1929999999999996,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.6599653944225883
4eb41631-0693-4cce-9f1a-6595bc05a1c0,19,1,00:00:14.765,0,14,2,,42,Ball Receipt*,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['b28a937b-0b8b-49e8-9262-decc38741d4f'],,"[76.1, 8.7]",5217.0,Iago Aspas Juncal,23.0,Center Forward,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.765,4.220000000000001,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.16662955215800146
c333af85-0d1b-4936-995b-b53c0e6b18f2,20,1,00:00:14.765,0,14,2,0.0,2,Ball Recovery,209,Celta Vigo,9,From Kick Off,213,Sevilla,,,['b28a937b-0b8b-49e8-9262-decc38741d4f'],,"[32.6, 66.8]",3253.0,Adil Rami,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.765,0.0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4786740101149439
de8aefaf-743a-44cb-896d-0b8270323595,21,1,00:00:14.765,0,14,2,2.760298,43,Carry,209,Celta Vigo,9,From Kick Off,213,Sevilla,,,"['38f8f56e-d05c-4552-bc96-efd18c4fabbc', '79f84b45-23ee-48cf-9820-38438b3ef496', 'c333af85-0d1b-4936-995b-b53c0e6b18f2']",,"[32.6, 66.8]",3253.0,Adil Rami,3.0,Right Center Back,,,,,,,,,,,,"[20.6, 78.2]",,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.765,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.47898282031357786
79f84b45-23ee-48cf-9820-38438b3ef496,22,1,00:00:15.854,0,15,2,1.587599,17,Pressure,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['de8aefaf-743a-44cb-896d-0b8270323595'],,"[96.7, 7.1]",5217.0,Iago Aspas Juncal,23.0,Center Forward,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.854,1.0889999999999986,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.7306633161205105
38f8f56e-d05c-4552-bc96-efd18c4fabbc,23,1,00:00:17.526,0,17,2,0.076382,30,Pass,209,Celta Vigo,9,From Kick Off,213,Sevilla,,,['c29d90e6-28c8-4eb1-9e2c-c1603dffc5f1'],,"[20.6, 78.2]",3253.0,Adil Rami,3.0,Right Center Back,,,4.229657,-0.11848996,1.0,Ground Pass,"[24.8, 77.7]",40.0,Right Foot,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.526,1.6720000000000006,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.955466687805727
c29d90e6-28c8-4eb1-9e2c-c1603dffc5f1,24,1,00:00:17.602,0,17,2,0.0,6,Block,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['38f8f56e-d05c-4552-bc96-efd18c4fabbc'],,"[95.3, 2.4]",5217.0,Iago Aspas Juncal,23.0,Center Forward,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.602,0.07600000000000051,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.18354935533046157
3bc190cd-9ac5-42a8-b8a1-bf7f6f8a4b70,25,1,00:00:32.356,0,32,3,1.447549,30,Pass,213,Sevilla,4,From Throw In,213,Sevilla,,,"['1e963bf4-24a3-4e2e-a050-50b73e77d264', '3b40a3b8-9e57-4190-9de0-33d69600ab6e']",,"[28.4, 80.0]",21210.0,Mariano Ferreira Filho,2.0,Right Back,5737.0,Steven N''Kemboanza Mike Christopher Nzonzi,14.657763,-0.08880689,3.0,High Pass,"[43.0, 78.7]",,,67.0,Throw-in,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.356,14.754000000000001,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.8165068939204104
1e963bf4-24a3-4e2e-a050-50b73e77d264,26,1,00:00:33.804,0,33,3,,42,Ball Receipt*,213,Sevilla,4,From Throw In,213,Sevilla,,,['3bc190cd-9ac5-42a8-b8a1-bf7f6f8a4b70'],,"[44.0, 78.0]",5737.0,Steven N''Kemboanza Mike Christopher Nzonzi,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.804,1.4480000000000004,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3757352880895034
202c0768-c240-4102-b1f8-240c6a189f62,27,1,00:00:33.804,0,33,3,0.0,4,Duel,213,Sevilla,4,From Throw In,213,Sevilla,,,['3b40a3b8-9e57-4190-9de0-33d69600ab6e'],,"[43.0, 78.7]",5737.0,Steven N''Kemboanza Mike Christopher Nzonzi,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,True,,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.804,0.0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.46234043124269575
3b40a3b8-9e57-4190-9de0-33d69600ab6e,28,1,00:00:33.804,0,33,3,0.756287,30,Pass,213,Sevilla,4,From Throw In,209,Celta Vigo,,,"['202c0768-c240-4102-b1f8-240c6a189f62', '3bc190cd-9ac5-42a8-b8a1-bf7f6f8a4b70', '4735f984-9093-4b63-985a-be29215351f6']",,"[77.1, 1.4]",6801.0,Pedro Pablo Hernández,19.0,Center Attacking Midfield,7577.0,Carles Planas Antolínez,4.0459857,0.8728935,2.0,Low Pass,"[79.7, 4.5]",,,64.0,Interception,,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.804,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.2418802100298858
4735f984-9093-4b63-985a-be29215351f6,29,1,00:00:34.560,0,34,3,,42,Ball Receipt*,213,Sevilla,4,From Throw In,209,Celta Vigo,,,['3b40a3b8-9e57-4190-9de0-33d69600ab6e'],,"[79.7, 4.5]",7577.0,Carles Planas Antolínez,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.56,0.7560000000000002,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9735034619881228
7a8f1a57-e15d-4329-8b82-3946b7594df5,30,1,00:00:34.560,0,34,3,0.104976,43,Carry,213,Sevilla,4,From Throw In,209,Celta Vigo,,,"['0261cc06-4496-4fba-87f7-879681dabf97', '4735f984-9093-4b63-985a-be29215351f6']",,"[79.7, 4.5]",7577.0,Carles Planas Antolínez,6.0,Left Back,,,,,,,,,,,,"[79.7, 4.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.56,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.44128097243965725
0261cc06-4496-4fba-87f7-879681dabf97,31,1,00:00:34.665,0,34,3,2.000042,30,Pass,213,Sevilla,4,From Throw In,209,Celta Vigo,,,"['ac8fbdff-fee1-486b-a377-0723efbc7120', 'cf809a22-cc9f-4fdf-8cbc-ecb1f7638eeb']",,"[79.7, 4.5]",7577.0,Carles Planas Antolínez,6.0,Left Back,5217.0,Iago Aspas Juncal,28.578663,1.1181029,3.0,High Pass,"[92.2, 30.2]",38.0,Left Foot,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.665,0.10499999999999687,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.6126051250955143
cf809a22-cc9f-4fdf-8cbc-ecb1f7638eeb,32,1,00:00:36.665,0,36,3,,42,Ball Receipt*,213,Sevilla,4,From Throw In,209,Celta Vigo,,,['0261cc06-4496-4fba-87f7-879681dabf97'],,"[88.5, 22.2]",5217.0,Iago Aspas Juncal,23.0,Center Forward,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.665,2.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6527990454675638
