id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_switch,pass_outcome_id,pass_outcome_name,under_pressure,ball_receipt_outcome_id,ball_receipt_outcome_name,dribble_outcome_id,dribble_outcome_name,counterpress,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,interception_outcome_id,interception_outcome_name,out,pass_aerial_won,dribble_overrun,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,pass_cross,clearance_head,shot_statsbomb_xg,shot_end_location,shot_technique_id,shot_technique_name,shot_first_time,shot_outcome_id,shot_outcome_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,foul_committed_advantage,foul_won_advantage,pass_assisted_shot_id,pass_shot_assist,pass_technique_id,pass_technique_name,pass_inswinging,shot_key_pass_id,shot_aerial_won,shot_one_on_one,dribble_no_touch,clearance_left_foot,ball_recovery_recovery_failure,pass_cut_back,pass_through_ball,foul_won_defensive,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_outcome_id,goalkeeper_outcome_name,pass_goal_assist,goalkeeper_technique_id,goalkeeper_technique_name,foul_committed_card_id,foul_committed_card_name,clearance_aerial_won,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_straight,pass_deflected,pass_outswinging,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,pitch_control_score
dfd6e982-c49c-4285-9594-506b4030b113,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,222,Villarreal,1,Regular Play,222,Villarreal,442.0,"[{'player': {'id': 3379, 'name': 'Alphonse Areola'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6772, 'name': 'Mario Gaspar Pérez Martínez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 6827, 'name': 'Daniele Bonera'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 6752, 'name': 'Víctor Ruíz Torre'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 6935, 'name': 'Adrián Marín Gómez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 27}, {'player': {'id': 6622, 'name': 'Tomás Pina Isla'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 22819, 'name': 'Bruno Soriano Llido'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 6829, 'name': 'Samuel Castillejo Azuaga'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 19}, {'player': {'id': 6609, 'name': 'Denis Suárez Fernández'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 18}, {'player': {'id': 6735, 'name': 'Adrián López Álvarez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 26009, 'name': 'Roberto Soldado Rillo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.8009649528238668
45ca5732-2d23-4f86-8c3f-7257b41dfbaa,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,222,Villarreal,1,Regular Play,208,Las Palmas,4231.0,"[{'player': {'id': 26753, 'name': 'Javier Varas Herrera'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6927, 'name': 'David García Santana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 7692, 'name': 'Mauricio Lemos Merladet'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 7907, 'name': 'Pedro Bigas Rigo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 26448, 'name': 'Javier Garrido Behovide'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 22}, {'player': {'id': 24144, 'name': 'Ángel Montoro Sánchez'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 6934, 'name': 'Jerónimo Figueroa Cabrera'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 11}, {'player': {'id': 27251, 'name': 'Francisco José Perdomo Borges'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 29}, {'player': {'id': 10755, 'name': 'Jonathan Viera Ramos'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 6608, 'name': 'Nabil El Zhar'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 25}, {'player': {'id': 6721, 'name': 'Willian José da Silva'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 8}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.6962001356744003
9fb62aff-17e7-4aff-ac68-f1b3aab9916b,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,222,Villarreal,1,Regular Play,222,Villarreal,,,['458350e1-a124-41a6-a1a0-05f2a036cc88'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.2934585345878241
458350e1-a124-41a6-a1a0-05f2a036cc88,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,222,Villarreal,1,Regular Play,208,Las Palmas,,,['9fb62aff-17e7-4aff-ac68-f1b3aab9916b'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.14574327526223996
fdc62ae0-7342-4b04-88a5-bd968961441e,5,1,00:00:00.190,0,0,2,0.575866,30,Pass,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,['eaef375a-68e5-4698-a5aa-27a997f4e68c'],True,"[60.0, 40.0]",6721.0,Willian José da Silva,23.0,Center Forward,10755.0,Jonathan Viera Ramos,4.3185644,-1.6635526,1.0,Ground Pass,"[59.6, 35.7]",40.0,Right Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,0.19,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.6948948694283932
eaef375a-68e5-4698-a5aa-27a997f4e68c,6,1,00:00:00.766,0,0,2,,42,Ball Receipt*,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,['fdc62ae0-7342-4b04-88a5-bd968961441e'],,"[59.6, 35.7]",10755.0,Jonathan Viera Ramos,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.766,0.5760000000000001,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8422477932872715
a01bd6d9-5b76-46ea-a413-a5e2b7f2ba35,7,1,00:00:01.784,0,1,2,1.241098,30,Pass,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,['5abbf25d-5987-4840-a53b-9899f169e4d3'],,"[57.4, 35.2]",10755.0,Jonathan Viera Ramos,19.0,Center Attacking Midfield,7907.0,Pedro Bigas Rigo,21.470911,-2.6987753,1.0,Ground Pass,"[38.0, 26.0]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.784,1.018,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.647706572017982
5abbf25d-5987-4840-a53b-9899f169e4d3,8,1,00:00:03.025,0,3,2,,42,Ball Receipt*,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,['a01bd6d9-5b76-46ea-a413-a5e2b7f2ba35'],,"[38.0, 26.0]",7907.0,Pedro Bigas Rigo,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.025,1.2409999999999999,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7518124565657878
9c5f59b3-172d-4e66-a04e-393a67af269b,9,1,00:00:03.025,0,3,2,0.871706,43,Carry,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,"['5abbf25d-5987-4840-a53b-9899f169e4d3', '827ea79c-6296-4a9b-ada7-9c07dec1dcd1']",,"[38.0, 26.0]",7907.0,Pedro Bigas Rigo,5.0,Left Center Back,,,,,,,,,,,,"[36.1, 26.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.025,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9769117500662405
827ea79c-6296-4a9b-ada7-9c07dec1dcd1,10,1,00:00:03.897,0,3,2,2.022097,30,Pass,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,['b44bd674-44af-43c2-bbfd-ab1ee995db05'],,"[36.1, 26.0]",7907.0,Pedro Bigas Rigo,5.0,Left Center Back,7692.0,Mauricio Lemos Merladet,28.504385,1.8370484,1.0,Ground Pass,"[28.6, 53.5]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.897,0.8719999999999999,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.9397381434124205
b44bd674-44af-43c2-bbfd-ab1ee995db05,11,1,00:00:05.919,0,5,2,,42,Ball Receipt*,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,['827ea79c-6296-4a9b-ada7-9c07dec1dcd1'],,"[28.6, 53.5]",7692.0,Mauricio Lemos Merladet,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.919,2.022,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.33217801477445474
32fd3301-4fa1-4150-88ad-f9bf6d5eccb2,12,1,00:00:05.919,0,5,2,0.576881,43,Carry,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,"['72f2c260-72ba-46fa-816b-f47a3428491e', 'b44bd674-44af-43c2-bbfd-ab1ee995db05']",,"[28.6, 53.5]",7692.0,Mauricio Lemos Merladet,3.0,Right Center Back,,,,,,,,,,,,"[30.5, 53.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.919,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6859892332425295
72f2c260-72ba-46fa-816b-f47a3428491e,13,1,00:00:06.496,0,6,2,1.178153,30,Pass,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,['100f5feb-e5a5-4f52-a6cb-2d2fa84bdfb8'],,"[30.5, 53.5]",7692.0,Mauricio Lemos Merladet,3.0,Right Center Back,7907.0,Pedro Bigas Rigo,29.343653,-1.516243,1.0,Ground Pass,"[32.1, 24.2]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.496,0.5770000000000008,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.23162553069769487
100f5feb-e5a5-4f52-a6cb-2d2fa84bdfb8,14,1,00:00:07.674,0,7,2,,42,Ball Receipt*,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,['72f2c260-72ba-46fa-816b-f47a3428491e'],,"[32.1, 24.2]",7907.0,Pedro Bigas Rigo,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.674,1.178,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8913889189210259
b143f255-d559-4bff-a784-70aee0e3595a,15,1,00:00:07.674,0,7,2,2.942363,43,Carry,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,"['100f5feb-e5a5-4f52-a6cb-2d2fa84bdfb8', '621634f4-e2f9-46f6-880b-f461d3d8aa60']",,"[32.1, 24.2]",7907.0,Pedro Bigas Rigo,5.0,Left Center Back,,,,,,,,,,,,"[32.1, 22.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.674,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9054965348331918
621634f4-e2f9-46f6-880b-f461d3d8aa60,16,1,00:00:10.617,0,10,2,2.14962,30,Pass,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,['26788519-3d81-4dcb-86bf-dc24ab2385b0'],,"[32.1, 22.8]",7907.0,Pedro Bigas Rigo,5.0,Left Center Back,6927.0,David García Santana,50.90825,1.4803143,1.0,Ground Pass,"[36.7, 73.5]",40.0,Right Foot,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.617,2.9430000000000005,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.5349849061786504
26788519-3d81-4dcb-86bf-dc24ab2385b0,17,1,00:00:12.766,0,12,2,,42,Ball Receipt*,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,['621634f4-e2f9-46f6-880b-f461d3d8aa60'],,"[36.7, 73.5]",6927.0,David García Santana,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.766,2.148999999999999,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.20470338489028883
7818c5de-e99f-457a-b5e8-282ce6651c40,18,1,00:00:12.766,0,12,2,1.828259,43,Carry,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,"['26788519-3d81-4dcb-86bf-dc24ab2385b0', '56804f77-d953-4b83-9087-e6fad4d76564']",,"[36.7, 73.5]",6927.0,David García Santana,2.0,Right Back,,,,,,,,,,,,"[42.3, 72.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.766,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6460041515667817
56804f77-d953-4b83-9087-e6fad4d76564,19,1,00:00:14.594,0,14,2,1.592446,30,Pass,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,['e535accf-adb4-49c4-87b3-22aac3a78bca'],,"[42.3, 72.4]",6927.0,David García Santana,2.0,Right Back,,,38.768673,-0.9484479,3.0,High Pass,"[64.9, 40.9]",40.0,Right Foot,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.594,1.8279999999999994,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.3686326738535858
e535accf-adb4-49c4-87b3-22aac3a78bca,20,1,00:00:16.187,0,16,2,0.0,2,Ball Recovery,208,Las Palmas,9,From Kick Off,222,Villarreal,,,['56804f77-d953-4b83-9087-e6fad4d76564'],,"[55.2, 39.2]",6622.0,Tomás Pina Isla,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.187,1.5930000000000017,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6897477652638171
9649da48-1278-4e51-b6c2-f77eb6c7f161,21,1,00:00:16.187,0,16,2,1.318763,43,Carry,208,Las Palmas,9,From Kick Off,222,Villarreal,,,"['8a1e6d9e-10d7-487b-ace3-9602ed137a67', 'e535accf-adb4-49c4-87b3-22aac3a78bca']",,"[55.2, 39.2]",6622.0,Tomás Pina Isla,9.0,Right Defensive Midfield,,,,,,,,,,,,"[57.3, 38.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.187,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6612817384331575
8a1e6d9e-10d7-487b-ace3-9602ed137a67,22,1,00:00:17.506,0,17,2,0.68834,30,Pass,208,Las Palmas,9,From Kick Off,222,Villarreal,,,['03dd4311-c1f5-4754-bcae-bb4aadcb6e34'],,"[57.3, 38.4]",6622.0,Tomás Pina Isla,9.0,Right Defensive Midfield,26009.0,Roberto Soldado Rillo,12.478782,0.11242713,1.0,Ground Pass,"[69.7, 39.8]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.506,1.318999999999999,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.16180383537444232
03dd4311-c1f5-4754-bcae-bb4aadcb6e34,23,1,00:00:18.194,0,18,2,,42,Ball Receipt*,208,Las Palmas,9,From Kick Off,222,Villarreal,,,['8a1e6d9e-10d7-487b-ace3-9602ed137a67'],,"[69.7, 39.8]",26009.0,Roberto Soldado Rillo,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.194,0.6879999999999988,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9142891530708291
e7a4e956-f061-4595-be7f-8d02b4dc1703,24,1,00:00:18.194,0,18,2,2.990899,30,Pass,208,Las Palmas,9,From Kick Off,222,Villarreal,,,['e0bf5504-7de1-437b-9d59-5829f7226f4f'],,"[69.7, 39.8]",26009.0,Roberto Soldado Rillo,24.0,Left Center Forward,,,20.215836,0.039583273,1.0,Ground Pass,"[89.9, 40.6]",40.0,Right Foot,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.194,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.6161492269138752
e0bf5504-7de1-437b-9d59-5829f7226f4f,25,1,00:00:21.185,0,21,2,2.16854,30,Pass,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,"['c0b7fd76-3138-4dc0-a231-78eaf7e55d6c', 'e7a4e956-f061-4595-be7f-8d02b4dc1703']",,"[30.2, 39.5]",7907.0,Pedro Bigas Rigo,5.0,Left Center Back,26753.0,Javier Varas Herrera,23.346092,2.6894388,1.0,Ground Pass,"[9.2, 49.7]",38.0,Left Foot,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.185,2.9909999999999997,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.4472604490711857
c0b7fd76-3138-4dc0-a231-78eaf7e55d6c,26,1,00:00:23.353,0,23,2,,42,Ball Receipt*,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,['e0bf5504-7de1-437b-9d59-5829f7226f4f'],,"[9.2, 49.7]",26753.0,Javier Varas Herrera,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.353,2.168000000000003,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4963610150172282
5611c0e5-7524-4eec-8729-59841a9b8d8b,27,1,00:00:23.353,0,23,2,1.702512,43,Carry,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,"['2ae9fe76-42ab-4788-a3a3-a4997b2905a4', 'a9acf841-505d-4ad4-be91-d2c3cb0f8fb5', 'c0b7fd76-3138-4dc0-a231-78eaf7e55d6c']",,"[9.2, 49.7]",26753.0,Javier Varas Herrera,1.0,Goalkeeper,,,,,,,,,,,,"[7.3, 55.1]",,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.353,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.11566100461491646
a9acf841-505d-4ad4-be91-d2c3cb0f8fb5,28,1,00:00:24.627,0,24,2,0.49152,17,Pressure,208,Las Palmas,9,From Kick Off,222,Villarreal,,,"['2ae9fe76-42ab-4788-a3a3-a4997b2905a4', '5611c0e5-7524-4eec-8729-59841a9b8d8b']",,"[110.9, 29.5]",26009.0,Roberto Soldado Rillo,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.627,1.2739999999999974,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.5322518908387823
2ae9fe76-42ab-4788-a3a3-a4997b2905a4,29,1,00:00:25.056,0,25,2,2.586561,30,Pass,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,"['8f53c93c-865b-4c7f-a8ff-870afa124733', '9865ee77-5c4b-44df-bb28-e2df0e4b7e7d', 'a9acf841-505d-4ad4-be91-d2c3cb0f8fb5']",,"[7.3, 55.1]",26753.0,Javier Varas Herrera,1.0,Goalkeeper,6934.0,Jerónimo Figueroa Cabrera,53.1241,-0.030122712,3.0,High Pass,"[60.4, 53.5]",40.0,Right Foot,,,,,9.0,Incomplete,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.056,0.42900000000000205,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.426277807850454
8f53c93c-865b-4c7f-a8ff-870afa124733,30,1,00:00:27.643,0,27,2,,42,Ball Receipt*,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,['2ae9fe76-42ab-4788-a3a3-a4997b2905a4'],,"[52.3, 54.6]",6934.0,Jerónimo Figueroa Cabrera,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.643,2.5869999999999997,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5402847563907381
9865ee77-5c4b-44df-bb28-e2df0e4b7e7d,31,1,00:00:27.643,0,27,2,1.549146,30,Pass,208,Las Palmas,9,From Kick Off,222,Villarreal,,,"['2ae9fe76-42ab-4788-a3a3-a4997b2905a4', '89ac7934-8996-4b2d-98fb-629e134ff53c']",,"[59.7, 26.6]",22819.0,Bruno Soriano Llido,11.0,Left Defensive Midfield,,,15.646086,1.0040671,2.0,Low Pass,"[68.1, 39.8]",38.0,Left Foot,66.0,Recovery,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.643,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.7992071063424955
89ac7934-8996-4b2d-98fb-629e134ff53c,32,1,00:00:29.192,0,29,2,0.0,2,Ball Recovery,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,['9865ee77-5c4b-44df-bb28-e2df0e4b7e7d'],,"[52.0, 40.3]",10755.0,Jonathan Viera Ramos,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.192,1.5489999999999995,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.736918747466214
db2e4231-11e4-404c-8305-a85a06b6b6b0,33,1,00:00:29.192,0,29,2,2.262969,43,Carry,208,Las Palmas,9,From Kick Off,208,Las Palmas,,,"['89ac7934-8996-4b2d-98fb-629e134ff53c', '9f6b601c-ab46-49a4-bc3f-bf288f7e2965', 'f6db9be7-f270-4f5b-8d52-7105652ab5d1']",,"[52.0, 40.3]",10755.0,Jonathan Viera Ramos,19.0,Center Attacking Midfield,,,,,,,,,,,,"[50.4, 46.8]",,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.192,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9243385091866245
