id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,under_pressure,counterpress,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_switch,dribble_outcome_id,dribble_outcome_name,out,pass_aerial_won,pass_through_ball,pass_technique_id,pass_technique_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,pass_outswinging,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_technique_id,goalkeeper_technique_name,pass_inswinging,foul_committed_advantage,foul_won_advantage,off_camera,foul_won_defensive,clearance_head,clearance_body_part_id,clearance_body_part_name,interception_outcome_id,interception_outcome_name,clearance_right_foot,pass_cross,ball_recovery_recovery_failure,shot_first_time,foul_committed_card_id,foul_committed_card_name,bad_behaviour_card_id,bad_behaviour_card_name,shot_aerial_won,clearance_aerial_won,clearance_left_foot,foul_committed_type_id,foul_committed_type_name,foul_committed_offensive,pass_cut_back,miscontrol_aerial_won,pass_goal_assist,shot_open_goal,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_miscommunication,pass_no_touch,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Player Off,event_type_Player On,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
614e3689-e01f-48db-8327-0b7a9643c4f6,11,1,00:00:04.561,0,4,2,1.992456,30,Pass,217,Barcelona,9,From Kick Off,217,Barcelona,,,['ce1f286c-233e-4442-b5e3-35e8f55a560d'],"[52.2, 47.0]",5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,5213.0,Gerard Piqué Bernabéu,18.853382,2.625736,1.0,Ground Pass,"[35.8, 56.3]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.561,2.217,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.7765382949452106
ce1f286c-233e-4442-b5e3-35e8f55a560d,12,1,00:00:06.553,0,6,2,,42,Ball Receipt*,217,Barcelona,9,From Kick Off,217,Barcelona,,,['614e3689-e01f-48db-8327-0b7a9643c4f6'],"[35.8, 56.3]",5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.553,1.992,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.01880046416881287
b2f62be5-d73e-435a-b65b-bb201d112dbd,13,1,00:00:06.553,0,6,2,2.483187,43,Carry,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['ce1f286c-233e-4442-b5e3-35e8f55a560d', 'ebc173d2-87c0-408b-96bb-1f094c338bf7']","[35.8, 56.3]",5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,,,,,,,,,,,,"[39.6, 57.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.553,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9753517546606741
ebc173d2-87c0-408b-96bb-1f094c338bf7,14,1,00:00:09.036,0,9,2,1.775963,30,Pass,217,Barcelona,9,From Kick Off,217,Barcelona,,,['1fc6ea31-cbd3-4b83-bc66-10c59187285a'],"[39.6, 57.5]",5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,5506.0,Javier Alejandro Mascherano,28.1016,-1.581472,1.0,Ground Pass,"[39.3, 29.4]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.036,2.4829999999999997,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.2213298861744375
1fc6ea31-cbd3-4b83-bc66-10c59187285a,15,1,00:00:10.812,0,10,2,,42,Ball Receipt*,217,Barcelona,9,From Kick Off,217,Barcelona,,,['ebc173d2-87c0-408b-96bb-1f094c338bf7'],"[39.3, 29.4]",5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.812,1.7759999999999998,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6515872204581297
287e2f23-d28c-48f6-b07c-3b509f8efe58,16,1,00:00:10.812,0,10,2,0.62046,43,Carry,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['1fc6ea31-cbd3-4b83-bc66-10c59187285a', '680047fa-f366-4229-a00d-8a9b8b92344d']","[39.3, 29.4]",5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,,,,,,,,,,,,"[39.5, 25.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.812,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6796437999472249
680047fa-f366-4229-a00d-8a9b8b92344d,17,1,00:00:11.433,0,11,2,1.309713,30,Pass,217,Barcelona,9,From Kick Off,217,Barcelona,,,['1ef196b7-398e-468e-ac9a-e8267e0cb0d8'],"[39.5, 25.7]",5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,5211.0,Jordi Alba Ramos,22.469757,-1.182852,1.0,Ground Pass,"[48.0, 4.9]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.433,0.6210000000000004,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.9070066531428771
1ef196b7-398e-468e-ac9a-e8267e0cb0d8,18,1,00:00:12.742,0,12,2,,42,Ball Receipt*,217,Barcelona,9,From Kick Off,217,Barcelona,,,['680047fa-f366-4229-a00d-8a9b8b92344d'],"[48.0, 4.9]",5211.0,Jordi Alba Ramos,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.742,1.309000000000001,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7825509975004683
c031051e-9f4a-4340-95e1-d446f63765f4,19,1,00:00:12.742,0,12,2,1.524321,43,Carry,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['1ef196b7-398e-468e-ac9a-e8267e0cb0d8', '20d07580-a862-4d82-b66b-2142964d0181']","[48.0, 4.9]",5211.0,Jordi Alba Ramos,6.0,Left Back,,,,,,,,,,,,"[48.2, 9.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.742,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.11804587700060865
20d07580-a862-4d82-b66b-2142964d0181,20,1,00:00:14.267,0,14,2,1.813045,30,Pass,217,Barcelona,9,From Kick Off,217,Barcelona,,,['34d01993-c69b-4193-9618-0e9991151beb'],"[48.2, 9.4]",5211.0,Jordi Alba Ramos,6.0,Left Back,5506.0,Javier Alejandro Mascherano,19.36001,2.5435617,1.0,Ground Pass,"[32.2, 20.3]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.267,1.5249999999999986,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8184641560415509
34d01993-c69b-4193-9618-0e9991151beb,21,1,00:00:16.080,0,16,2,,42,Ball Receipt*,217,Barcelona,9,From Kick Off,217,Barcelona,,,['20d07580-a862-4d82-b66b-2142964d0181'],"[32.2, 20.3]",5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.08,1.8129999999999988,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7634277119930025
cece2f13-0f23-4e70-b21d-dec081b181c7,22,1,00:00:16.080,0,16,2,1.802555,43,Carry,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['34d01993-c69b-4193-9618-0e9991151beb', '764c9885-e764-4754-81b9-5857bf99bd02']","[32.2, 20.3]",5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,,,,,,,,,,,,"[34.1, 21.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.08,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7154002270016309
764c9885-e764-4754-81b9-5857bf99bd02,23,1,00:00:17.882,0,17,2,1.418543,30,Pass,217,Barcelona,9,From Kick Off,217,Barcelona,,,['01c19754-48e1-4bca-b9f3-e1f2ec2626e3'],"[34.1, 21.8]",5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,5213.0,Gerard Piqué Bernabéu,34.211693,1.6820991,1.0,Ground Pass,"[30.3, 55.8]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.882,1.8020000000000032,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.24977569429574098
01c19754-48e1-4bca-b9f3-e1f2ec2626e3,24,1,00:00:19.301,0,19,2,,42,Ball Receipt*,217,Barcelona,9,From Kick Off,217,Barcelona,,,['764c9885-e764-4754-81b9-5857bf99bd02'],"[30.3, 55.8]",5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.301,1.418999999999997,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.20443142153116844
6fd87682-a7da-4ddb-9efe-5871c7d39f30,25,1,00:00:19.301,0,19,2,3.559657,43,Carry,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['01c19754-48e1-4bca-b9f3-e1f2ec2626e3', 'e692db46-689a-41f9-8079-06c76fed328e']","[30.3, 55.8]",5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,,,,,,,,,,,,"[36.0, 56.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.301,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.591280933033005
e692db46-689a-41f9-8079-06c76fed328e,26,1,00:00:22.861,0,22,2,2.315344,30,Pass,217,Barcelona,9,From Kick Off,217,Barcelona,,,['3405cb7a-f371-429e-a8db-80e489bdd456'],"[36.0, 56.3]",5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,4691.0,Claudio Andrés Bravo Muñoz,33.106194,-1.3236198,1.0,Ground Pass,"[44.1, 24.2]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.861,3.5600000000000023,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.6840708083235703
3405cb7a-f371-429e-a8db-80e489bdd456,27,1,00:00:25.176,0,25,2,,42,Ball Receipt*,217,Barcelona,9,From Kick Off,217,Barcelona,,,['e692db46-689a-41f9-8079-06c76fed328e'],"[44.1, 24.2]",4691.0,Claudio Andrés Bravo Muñoz,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.176,2.3149999999999977,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6682210925309404
89705c56-3c58-49c5-a9bc-78c85a475003,28,1,00:00:25.176,0,25,2,3.199956,43,Carry,217,Barcelona,9,From Kick Off,217,Barcelona,,,"['3405cb7a-f371-429e-a8db-80e489bdd456', 'a9e21158-4391-46c1-a0e2-adea180a696a']","[44.1, 24.2]",4691.0,Claudio Andrés Bravo Muñoz,1.0,Goalkeeper,,,,,,,,,,,,"[47.9, 31.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.176,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.35117078414528713
a9e21158-4391-46c1-a0e2-adea180a696a,29,1,00:00:28.376,0,28,2,2.126327,30,Pass,217,Barcelona,9,From Kick Off,217,Barcelona,,,['c9f0b6d1-e0b5-4e59-9937-a56daa2d51c6'],"[47.9, 31.1]",4691.0,Claudio Andrés Bravo Muñoz,1.0,Goalkeeper,5213.0,Gerard Piqué Bernabéu,28.1016,1.5601206,1.0,Ground Pass,"[48.2, 59.2]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.376,3.200000000000003,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.9358048326619228
