id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,counterpress,under_pressure,out,interception_outcome_id,interception_outcome_name,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,dribble_outcome_id,dribble_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,pass_switch,pass_cross,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,off_camera,pass_aerial_won,foul_committed_advantage,foul_won_advantage,pass_inswinging,pass_technique_id,pass_technique_name,ball_recovery_recovery_failure,pass_through_ball,pass_goal_assist,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,block_deflection,dribble_overrun,clearance_head,clearance_left_foot,foul_committed_card_id,foul_committed_card_name,goalkeeper_body_part_id,goalkeeper_body_part_name,50_50_outcome_id,50_50_outcome_name,dribble_nutmeg,foul_committed_type_id,foul_committed_type_name,pass_deflected,pass_cut_back,clearance_aerial_won,shot_first_time,pass_outswinging,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,goalkeeper_punched_out,foul_won_defensive,pass_no_touch,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_50/50,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Error,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Player Off,event_type_Player On,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
db4a5312-fe50-4c37-9dc4-3ac986b27b24,11,1,00:00:09.186,0,9,3,0.471861,17,Pressure,222,Villarreal,1,Regular Play,207,Valencia,,,"['37ed2b21-83b6-49b9-bd9d-44200eb8a711', '3f05d015-7334-46fe-a6b8-f6f89beec24f', '9acdda25-7188-4c27-b1cf-88d94f433564']","[66.8, 3.6]",26780.0,Guilherme Magdalena Siqueira,6.0,Left Back,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.186,2.037,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.77004311568404
3f05d015-7334-46fe-a6b8-f6f89beec24f,12,1,00:00:09.547,0,9,3,,42,Ball Receipt*,222,Villarreal,1,Regular Play,222,Villarreal,,,"['cd78079b-125e-402a-a7f0-fadcb71f5740', 'db4a5312-fe50-4c37-9dc4-3ac986b27b24']","[49.5, 77.6]",6783.0,Samuel García Sánchez,12.0,Right Midfield,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.547,0.36100000000000065,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5555460842765246
37ed2b21-83b6-49b9-bd9d-44200eb8a711,13,1,00:00:09.547,0,9,3,0.110735,30,Pass,222,Villarreal,1,Regular Play,222,Villarreal,,,"['92af9d88-eb3a-41bb-8ec2-3ccf30a0cb70', '9acdda25-7188-4c27-b1cf-88d94f433564', 'db4a5312-fe50-4c37-9dc4-3ac986b27b24']","[52.4, 77.6]",6783.0,Samuel García Sánchez,12.0,Right Midfield,26009.0,Roberto Soldado Rillo,4.159327,-0.4743999,1.0,Ground Pass,"[56.1, 75.7]",40.0,Right Foot,,,,9.0,Incomplete,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.547,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.5456194671604803
9acdda25-7188-4c27-b1cf-88d94f433564,14,1,00:00:09.658,0,9,3,,42,Ball Receipt*,222,Villarreal,1,Regular Play,222,Villarreal,,,"['37ed2b21-83b6-49b9-bd9d-44200eb8a711', 'db4a5312-fe50-4c37-9dc4-3ac986b27b24']","[63.4, 70.1]",26009.0,Roberto Soldado Rillo,22.0,Right Center Forward,,,,,,,,,,,,,,,9.0,Incomplete,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.658,0.11099999999999888,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7040187856513729
92af9d88-eb3a-41bb-8ec2-3ccf30a0cb70,15,1,00:00:09.658,0,9,3,0.0,6,Block,222,Villarreal,1,Regular Play,207,Valencia,,,['37ed2b21-83b6-49b9-bd9d-44200eb8a711'],"[64.0, 4.4]",26780.0,Guilherme Magdalena Siqueira,6.0,Left Back,,,,,,,,,,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.658,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4533227733141081
1b29f094-2234-48c1-952e-f42e91aaa68e,16,1,00:00:23.406,0,23,4,0.966102,30,Pass,222,Villarreal,4,From Throw In,222,Villarreal,,,['2e6cb22f-0668-4ce3-886e-503fb85004a8'],"[66.4, 80.0]",5588.0,Antonio Rukavina,2.0,Right Back,6771.0,Manuel Trigueros Muñoz,10.023972,-2.642246,2.0,Low Pass,"[57.6, 75.2]",,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.406,13.748,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.2028860527428904
2e6cb22f-0668-4ce3-886e-503fb85004a8,17,1,00:00:24.372,0,24,4,,42,Ball Receipt*,222,Villarreal,4,From Throw In,222,Villarreal,,,['1b29f094-2234-48c1-952e-f42e91aaa68e'],"[57.6, 75.2]",6771.0,Manuel Trigueros Muñoz,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.372,0.9660000000000011,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.21365996435367773
2db63bb9-70ae-4e83-998b-aa10048e6aea,18,1,00:00:24.372,0,24,4,0.032677002,43,Carry,222,Villarreal,4,From Throw In,222,Villarreal,,,"['2e6cb22f-0668-4ce3-886e-503fb85004a8', 'b6fb7997-e48e-42ad-8194-75b4ed951ab6']","[57.6, 75.2]",6771.0,Manuel Trigueros Muñoz,9.0,Right Defensive Midfield,,,,,,,,,,,,"[56.9, 74.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.372,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7185612146279069
b6fb7997-e48e-42ad-8194-75b4ed951ab6,19,1,00:00:24.404,0,24,4,0.0,38,Miscontrol,222,Villarreal,4,From Throw In,222,Villarreal,,,,"[56.9, 74.2]",6771.0,Manuel Trigueros Muñoz,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.404,0.03200000000000003,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.8027892719406357
e2254d09-0965-4b10-84b1-fe5486a028bc,20,1,00:00:24.713,0,24,4,0.496543,17,Pressure,222,Villarreal,4,From Throw In,222,Villarreal,,,['cb67a7d4-4cbc-43c6-875e-2886a3ed0829'],"[55.7, 73.5]",6771.0,Manuel Trigueros Muñoz,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.713,0.30900000000000105,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.4075790189303342
cb67a7d4-4cbc-43c6-875e-2886a3ed0829,21,1,00:00:25.183,0,25,4,0.976872,30,Pass,222,Villarreal,4,From Throw In,207,Valencia,,,"['59e7051f-c57c-4c42-a921-8d320b4dee34', 'd30e28c6-837a-441c-b34e-9f51c505a6f7', 'e2254d09-0965-4b10-84b1-fe5486a028bc']","[70.9, 9.1]",20542.0,Álvaro Negredo Sánchez,23.0,Center Forward,10802.0,André Filipe Tavares Gomes,5.6044626,2.8706458,1.0,Ground Pass,"[65.5, 10.6]",38.0,Left Foot,66.0,Recovery,,9.0,Incomplete,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.183,0.46999999999999886,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.9764529731977788
d30e28c6-837a-441c-b34e-9f51c505a6f7,22,1,00:00:26.160,0,26,4,,42,Ball Receipt*,222,Villarreal,4,From Throw In,207,Valencia,,,['cb67a7d4-4cbc-43c6-875e-2886a3ed0829'],"[64.2, 9.1]",10802.0,André Filipe Tavares Gomes,15.0,Left Center Midfield,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.16,0.9770000000000003,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.19143411284661882
59e7051f-c57c-4c42-a921-8d320b4dee34,23,1,00:00:26.160,0,26,4,0.0,10,Interception,222,Villarreal,4,From Throw In,222,Villarreal,,,['cb67a7d4-4cbc-43c6-875e-2886a3ed0829'],"[54.6, 69.5]",6771.0,Manuel Trigueros Muñoz,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,4.0,Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.16,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.4472091805350318
db71ca8a-1487-49a4-a8a7-e8c61d9072e0,24,1,00:00:26.160,0,26,4,0.843284,43,Carry,222,Villarreal,4,From Throw In,222,Villarreal,,,"['239befe4-e1d0-4cfd-be07-a791bfdb40a6', '59e7051f-c57c-4c42-a921-8d320b4dee34', 'f526220c-12d2-4630-bf3d-413e4ef723d1']","[54.6, 69.5]",6771.0,Manuel Trigueros Muñoz,9.0,Right Defensive Midfield,,,,,,,,,,,,"[55.7, 66.0]",,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.16,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6393871434857765
239befe4-e1d0-4cfd-be07-a791bfdb40a6,25,1,00:00:26.311,0,26,4,0.810357,17,Pressure,222,Villarreal,4,From Throw In,207,Valencia,,,"['db71ca8a-1487-49a4-a8a7-e8c61d9072e0', 'f526220c-12d2-4630-bf3d-413e4ef723d1']","[63.6, 10.2]",10802.0,André Filipe Tavares Gomes,15.0,Left Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.311,0.1509999999999998,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.9937192303317578
f526220c-12d2-4630-bf3d-413e4ef723d1,26,1,00:00:27.003,0,27,4,0.941944,30,Pass,222,Villarreal,4,From Throw In,222,Villarreal,,,"['239befe4-e1d0-4cfd-be07-a791bfdb40a6', '6bf224a9-1d9a-4730-a4c9-a54ecdc9dfe1']","[55.7, 66.0]",6771.0,Manuel Trigueros Muñoz,9.0,Right Defensive Midfield,6735.0,Adrián López Álvarez,15.673225,-0.86217004,1.0,Ground Pass,"[65.9, 54.1]",38.0,Left Foot,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.003,0.6920000000000002,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.6805492428400775
6bf224a9-1d9a-4730-a4c9-a54ecdc9dfe1,27,1,00:00:27.945,0,27,4,,42,Ball Receipt*,222,Villarreal,4,From Throw In,222,Villarreal,,,['f526220c-12d2-4630-bf3d-413e4ef723d1'],"[65.9, 54.1]",6735.0,Adrián López Álvarez,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.945,0.9420000000000002,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9539447551465197
a7000605-74ba-4dba-acee-e1c3eaa87a45,28,1,00:00:27.945,0,27,4,1.246175,43,Carry,222,Villarreal,4,From Throw In,222,Villarreal,,,"['6bf224a9-1d9a-4730-a4c9-a54ecdc9dfe1', 'b52117d9-6f0d-4015-9a28-07dac269068c', 'd0deef13-5bd1-4f2c-bc70-0c4fc4ac7c70']","[65.9, 54.1]",6735.0,Adrián López Álvarez,24.0,Left Center Forward,,,,,,,,,,,,"[70.4, 50.4]",,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.945,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.19425310076429825
