id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_outcome_id,pass_outcome_name,under_pressure,clearance_body_part_id,clearance_body_part_name,clearance_head,counterpress,ball_receipt_outcome_id,ball_receipt_outcome_name,foul_won_defensive,interception_outcome_id,interception_outcome_name,ball_recovery_recovery_failure,clearance_right_foot,out,foul_committed_type_id,foul_committed_type_name,pass_cut_back,duel_type_id,duel_type_name,pass_aerial_won,duel_outcome_id,duel_outcome_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,dribble_outcome_id,dribble_outcome_name,off_camera,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_body_part_id,goalkeeper_body_part_name,bad_behaviour_card_id,bad_behaviour_card_name,foul_committed_card_id,foul_committed_card_name,pass_switch,pass_cross,clearance_left_foot,pass_technique_id,pass_technique_name,pass_outswinging,block_offensive,pass_inswinging,pass_through_ball,foul_committed_advantage,foul_won_advantage,shot_aerial_won,pass_miscommunication,goalkeeper_technique_id,goalkeeper_technique_name,clearance_aerial_won,pass_no_touch,pass_goal_assist,shot_first_time,dribble_overrun,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,foul_committed_offensive,dribble_nutmeg,shot_open_goal,injury_stoppage_in_chain,player_off_permanent,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Error,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Player Off,event_type_Player On,event_type_Pressure,event_type_Referee Ball-Drop,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
95bc5c92-8f6c-436c-a154-d4090f008030,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,322,Eibar,1,Regular Play,322,Eibar,442.0,"[{'player': {'id': 10763, 'name': 'Asier Riesgo Unamuno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6699, 'name': 'Ander Capa Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 7}, {'player': {'id': 6837, 'name': 'Mauro Javier Dos Santos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 6778, 'name': 'Iván Ramis Barrios'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 6675, 'name': 'Antonio Manuel Luna Rodríguez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 6775, 'name': 'Daniel García Carrillo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 6557, 'name': 'Adrián González Morales'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 6742, 'name': 'Sergio Gontán Gallardo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 20}, {'player': {'id': 5687, 'name': 'Takashi Inui'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 8}, {'player': {'id': 6700, 'name': 'Sergio Enrich Ametller'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 6566, 'name': 'Borja González Tomás'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 18}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.213709292480443
c17c4521-e52f-4d4c-8738-6ee5d6a8e280,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,322,Eibar,1,Regular Play,1049,Granada,433.0,"[{'player': {'id': 8697, 'name': 'Andrés Eduardo Fernández Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 4546, 'name': 'Dimitri Foulquier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 26781, 'name': 'Diego Mainz García'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 6702, 'name': 'David Rodríguez Lombán'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 7158, 'name': 'Cristiano Biraghi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3160, 'name': 'Rene Krhin'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 6599, 'name': 'Rubén Salvador Pérez Del Mármol'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 16338, 'name': 'Uche Henry Agbo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 26}, {'player': {'id': 26387, 'name': 'Edgar Antonio Méndez Ortega'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 6918, 'name': 'Isaac Ajayi Success'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 6847, 'name': 'Adalberto Peñaranda Maestre'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.1546717388394181
9a79368e-5e96-4ad9-85fc-8216a2c7146e,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,322,Eibar,1,Regular Play,1049,Granada,,,['142021b0-c416-4978-b679-02a0eeafe2ad'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.18591941391148337
142021b0-c416-4978-b679-02a0eeafe2ad,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,322,Eibar,1,Regular Play,322,Eibar,,,['9a79368e-5e96-4ad9-85fc-8216a2c7146e'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.413771076553229
fb9231e9-841e-4e27-886b-008543d1e297,5,1,00:00:00.446,0,0,2,0.427485,30,Pass,322,Eibar,9,From Kick Off,322,Eibar,,,['bc9b2e5b-8020-4051-86ae-bf0b27452c19'],"[60.0, 40.0]",6700.0,Sergio Enrich Ametller,22.0,Right Center Forward,6566.0,Borja González Tomás,1.7,1.080839,1.0,Ground Pass,"[60.8, 41.5]",40.0,Right Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.446,0.446,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.9762108924318632
bc9b2e5b-8020-4051-86ae-bf0b27452c19,6,1,00:00:00.874,0,0,2,,42,Ball Receipt*,322,Eibar,9,From Kick Off,322,Eibar,,,['fb9231e9-841e-4e27-886b-008543d1e297'],"[60.8, 41.5]",6566.0,Borja González Tomás,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.874,0.428,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9582908764796635
943d1438-ee1f-49fd-972a-c83c6f4fc89b,7,1,00:00:00.874,0,0,2,1.302664,30,Pass,322,Eibar,9,From Kick Off,322,Eibar,,,['40f9d137-29d6-47c3-ac85-ca8c46fa95ff'],"[60.6, 42.0]",6566.0,Borja González Tomás,24.0,Left Center Forward,6557.0,Adrián González Morales,11.132385,-2.896614,1.0,Ground Pass,"[49.8, 39.3]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.874,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.9422694589990667
40f9d137-29d6-47c3-ac85-ca8c46fa95ff,8,1,00:00:02.176,0,2,2,,42,Ball Receipt*,322,Eibar,9,From Kick Off,322,Eibar,,,['943d1438-ee1f-49fd-972a-c83c6f4fc89b'],"[49.8, 39.3]",6557.0,Adrián González Morales,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.176,1.302,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.23819304144676745
ed7780a0-39e2-4a07-9b0a-664dc1ec576e,9,1,00:00:02.176,0,2,2,0.326604,43,Carry,322,Eibar,9,From Kick Off,322,Eibar,,,"['40f9d137-29d6-47c3-ac85-ca8c46fa95ff', '70cd6d9d-d389-40a5-935b-474fd9b31529']","[49.8, 39.3]",6557.0,Adrián González Morales,11.0,Left Defensive Midfield,,,,,,,,,,,,"[49.8, 38.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.176,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.21444289462527366
70cd6d9d-d389-40a5-935b-474fd9b31529,10,1,00:00:02.503,0,2,2,1.830016,30,Pass,322,Eibar,9,From Kick Off,322,Eibar,,,['4f9e7f87-5db4-4d7e-8138-c16f59e25125'],"[49.8, 38.8]",6557.0,Adrián González Morales,11.0,Left Defensive Midfield,6675.0,Antonio Manuel Luna Rodríguez,30.73272,-1.8307699,1.0,Ground Pass,"[41.9, 9.1]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.503,0.32699999999999996,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.8995628250561
4f9e7f87-5db4-4d7e-8138-c16f59e25125,11,1,00:00:04.333,0,4,2,,42,Ball Receipt*,322,Eibar,9,From Kick Off,322,Eibar,,,['70cd6d9d-d389-40a5-935b-474fd9b31529'],"[41.9, 9.1]",6675.0,Antonio Manuel Luna Rodríguez,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.333,1.83,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6947692155570327
e59d819b-3000-410f-a963-1e051b8704ed,12,1,00:00:04.333,0,4,2,1.478108,43,Carry,322,Eibar,9,From Kick Off,322,Eibar,,,"['4f9e7f87-5db4-4d7e-8138-c16f59e25125', '77a7c24e-92c9-4b66-9c1e-c9c253403ba5']","[41.9, 9.1]",6675.0,Antonio Manuel Luna Rodríguez,6.0,Left Back,,,,,,,,,,,,"[42.4, 9.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.333,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6163660041768712
77a7c24e-92c9-4b66-9c1e-c9c253403ba5,13,1,00:00:05.811,0,5,2,0.709062,30,Pass,322,Eibar,9,From Kick Off,322,Eibar,,,['fba3d1ac-c8ee-40fa-a4ed-1c7b6be05d10'],"[42.4, 9.3]",6675.0,Antonio Manuel Luna Rodríguez,6.0,Left Back,6557.0,Adrián González Morales,15.161135,1.0982994,1.0,Ground Pass,"[49.3, 22.8]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.811,1.4779999999999998,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.39580339992978797
fba3d1ac-c8ee-40fa-a4ed-1c7b6be05d10,14,1,00:00:06.520,0,6,2,,42,Ball Receipt*,322,Eibar,9,From Kick Off,322,Eibar,,,['77a7c24e-92c9-4b66-9c1e-c9c253403ba5'],"[49.3, 22.8]",6557.0,Adrián González Morales,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.52,0.7089999999999996,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6385493486179645
b45c01d2-58e3-492a-afc8-a66a49d99d22,15,1,00:00:06.520,0,6,2,1.249105,30,Pass,322,Eibar,9,From Kick Off,322,Eibar,,,['5c4ed6b1-2462-4f1e-8b4d-a8099ce17d8b'],"[49.3, 22.8]",6557.0,Adrián González Morales,11.0,Left Defensive Midfield,6675.0,Antonio Manuel Luna Rodríguez,18.209887,-2.2472525,1.0,Ground Pass,"[37.9, 8.6]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.52,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.8635021695575108
4e1af578-f908-4131-895e-40c4eb7b82e3,16,1,00:00:06.531,0,6,2,0.357153,17,Pressure,322,Eibar,9,From Kick Off,1049,Granada,,,,"[73.2, 58.1]",6847.0,Adalberto Peñaranda Maestre,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.531,0.01100000000000012,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.5493171503793948
5c4ed6b1-2462-4f1e-8b4d-a8099ce17d8b,17,1,00:00:07.769,0,7,2,,42,Ball Receipt*,322,Eibar,9,From Kick Off,322,Eibar,,,['b45c01d2-58e3-492a-afc8-a66a49d99d22'],"[37.9, 8.6]",6675.0,Antonio Manuel Luna Rodríguez,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.769,1.2380000000000004,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9970272531851719
c571d8bb-9155-4a62-8e7d-beba37f0b87c,18,1,00:00:07.769,0,7,2,0.903974,43,Carry,322,Eibar,9,From Kick Off,322,Eibar,,,"['017a817e-f259-4cc1-936d-618a5c17e734', '5c4ed6b1-2462-4f1e-8b4d-a8099ce17d8b']","[37.9, 8.6]",6675.0,Antonio Manuel Luna Rodríguez,6.0,Left Back,,,,,,,,,,,,"[35.7, 11.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.769,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.01572994208870737
017a817e-f259-4cc1-936d-618a5c17e734,19,1,00:00:08.673,0,8,2,1.117295,30,Pass,322,Eibar,9,From Kick Off,322,Eibar,,,['5b37e87c-3f25-4dcd-a3f1-60ace5d3bf60'],"[35.7, 11.5]",6675.0,Antonio Manuel Luna Rodríguez,6.0,Left Back,6778.0,Iván Ramis Barrios,17.366634,2.0756576,1.0,Ground Pass,"[27.3, 26.7]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.673,0.9039999999999999,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.12491417757243062
5b37e87c-3f25-4dcd-a3f1-60ace5d3bf60,20,1,00:00:09.791,0,9,2,,42,Ball Receipt*,322,Eibar,9,From Kick Off,322,Eibar,,,['017a817e-f259-4cc1-936d-618a5c17e734'],"[27.3, 26.7]",6778.0,Iván Ramis Barrios,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.791,1.1180000000000003,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.34668128906584295
698e7a2b-189f-46b2-995f-c429c6812243,21,1,00:00:09.791,0,9,2,3.871323,43,Carry,322,Eibar,9,From Kick Off,322,Eibar,,,"['147e76fa-d084-4de5-863a-31c124cf0b40', '5b37e87c-3f25-4dcd-a3f1-60ace5d3bf60']","[27.3, 26.7]",6778.0,Iván Ramis Barrios,5.0,Left Center Back,,,,,,,,,,,,"[31.8, 42.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.791,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7820470542998686
147e76fa-d084-4de5-863a-31c124cf0b40,22,1,00:00:13.662,0,13,2,1.466891,30,Pass,322,Eibar,9,From Kick Off,322,Eibar,,,['7fbadf74-3469-44d9-8b7a-a2667844b8e5'],"[31.8, 42.0]",6778.0,Iván Ramis Barrios,5.0,Left Center Back,6837.0,Mauro Javier Dos Santos,25.612497,1.5395565,1.0,Ground Pass,"[32.6, 67.6]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.662,3.8710000000000004,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.4970020806303762
7fbadf74-3469-44d9-8b7a-a2667844b8e5,23,1,00:00:15.129,0,15,2,,42,Ball Receipt*,322,Eibar,9,From Kick Off,322,Eibar,,,['147e76fa-d084-4de5-863a-31c124cf0b40'],"[32.6, 67.6]",6837.0,Mauro Javier Dos Santos,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.129,1.4669999999999987,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3114103034046165
cc0ddc8f-d854-43be-8c08-229e23357f06,24,1,00:00:15.129,0,15,2,2.848371,43,Carry,322,Eibar,9,From Kick Off,322,Eibar,,,"['2ebe9a97-a9aa-44f6-8f30-b4c560ac354e', '7fbadf74-3469-44d9-8b7a-a2667844b8e5']","[32.6, 67.6]",6837.0,Mauro Javier Dos Santos,3.0,Right Center Back,,,,,,,,,,,,"[44.0, 71.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.129,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.060793910976836396
2ebe9a97-a9aa-44f6-8f30-b4c560ac354e,25,1,00:00:17.977,0,17,2,2.596632,30,Pass,322,Eibar,9,From Kick Off,322,Eibar,,,['a37442bc-abc9-4034-b911-33749d7713c9'],"[44.0, 71.5]",6837.0,Mauro Javier Dos Santos,3.0,Right Center Back,6742.0,Sergio Gontán Gallardo,47.68826,-0.060849156,3.0,High Pass,"[91.6, 68.6]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.977,2.8480000000000008,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.24404034841942568
a37442bc-abc9-4034-b911-33749d7713c9,26,1,00:00:20.574,0,20,2,,42,Ball Receipt*,322,Eibar,9,From Kick Off,322,Eibar,,,['2ebe9a97-a9aa-44f6-8f30-b4c560ac354e'],"[91.6, 68.6]",6742.0,Sergio Gontán Gallardo,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.574,2.5970000000000013,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.993861272124505
e8205d66-bcd0-48fe-9e19-18f9085c050b,27,1,00:00:20.574,0,20,2,5.576437,43,Carry,322,Eibar,9,From Kick Off,322,Eibar,,,"['a37442bc-abc9-4034-b911-33749d7713c9', 'e423cebd-8964-4c9f-ab69-66f98521b03a']","[91.6, 68.6]",6742.0,Sergio Gontán Gallardo,12.0,Right Midfield,,,,,,,,,,,,"[103.0, 72.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.574,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.38886079592238265
e423cebd-8964-4c9f-ab69-66f98521b03a,28,1,00:00:26.150,0,26,2,0.892354,30,Pass,322,Eibar,9,From Kick Off,322,Eibar,,,['f4384ca7-bccc-4fa8-95ff-788513c05b4b'],"[103.0, 72.2]",6742.0,Sergio Gontán Gallardo,12.0,Right Midfield,,,22.21711,-1.3345511,3.0,High Pass,"[108.2, 50.6]",40.0,Right Foot,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.15,5.575999999999997,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.5180782562505017
f4384ca7-bccc-4fa8-95ff-788513c05b4b,29,1,00:00:27.043,0,27,2,0.0,9,Clearance,322,Eibar,9,From Kick Off,1049,Granada,,,['e423cebd-8964-4c9f-ab69-66f98521b03a'],"[11.9, 29.5]",6702.0,David Rodríguez Lombán,5.0,Left Center Back,,,,,,,,,,,,,,,True,37.0,Head,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.043,0.8930000000000007,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7741541289725866
c6434f5f-dfec-4910-8e3d-1ce9d20fee42,30,1,00:00:28.291,0,28,2,0.600803,17,Pressure,322,Eibar,9,From Kick Off,322,Eibar,,,"['c17f0ee8-f958-48b4-8b32-c1b0dbc31ab1', 'e1c463e3-514b-43ca-9f6c-3ad2292c4356']","[91.6, 48.5]",6557.0,Adrián González Morales,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.291,1.248000000000001,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.9880979754012441
c17f0ee8-f958-48b4-8b32-c1b0dbc31ab1,31,1,00:00:28.631,0,28,2,0.0,2,Ball Recovery,322,Eibar,9,From Kick Off,1049,Granada,,,['c6434f5f-dfec-4910-8e3d-1ce9d20fee42'],"[26.9, 31.5]",3160.0,Rene Krhin,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.631,0.33999999999999986,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8559235563241153
e1c463e3-514b-43ca-9f6c-3ad2292c4356,32,1,00:00:28.631,0,28,2,1.373358,43,Carry,322,Eibar,9,From Kick Off,1049,Granada,,,"['c13a9245-ccc8-4946-974c-789961c584ab', 'c17f0ee8-f958-48b4-8b32-c1b0dbc31ab1', 'c6434f5f-dfec-4910-8e3d-1ce9d20fee42', 'da638def-0d49-489a-b5c8-80aeac35433f']","[26.9, 31.5]",3160.0,Rene Krhin,10.0,Center Defensive Midfield,,,,,,,,,,,,"[31.6, 24.7]",,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.631,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.454896038871311
