id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,under_pressure,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,dribble_outcome_id,dribble_outcome_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,counterpress,interception_outcome_id,interception_outcome_name,out,shot_one_on_one,shot_open_goal,shot_statsbomb_xg,shot_end_location,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,off_camera,pass_technique_id,pass_technique_name,pass_outswinging,clearance_body_part_id,clearance_body_part_name,clearance_left_foot,pass_assisted_shot_id,pass_shot_assist,shot_key_pass_id,goalkeeper_end_location,pass_aerial_won,pass_cross,pass_switch,shot_first_time,goalkeeper_body_part_id,goalkeeper_body_part_name,clearance_head,ball_recovery_recovery_failure,clearance_aerial_won,foul_won_defensive,pass_through_ball,foul_committed_advantage,foul_won_advantage,pass_no_touch,clearance_right_foot,dribble_overrun,bad_behaviour_card_id,bad_behaviour_card_name,foul_committed_card_id,foul_committed_card_name,pass_inswinging,dribble_nutmeg,pass_cut_back,pass_straight,shot_aerial_won,foul_committed_penalty,foul_won_penalty,pass_deflected,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,miscontrol_aerial_won,injury_stoppage_in_chain,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Own Goal Against,event_type_Own Goal For,event_type_Pass,event_type_Pressure,event_type_Referee Ball-Drop,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
dbb457e1-16ae-4eb9-b9c6-fe69c8b7d0d6,11,1,00:00:04.401,0,4,2,0.976078,30,Pass,207,Valencia,9,From Kick Off,207,Valencia,,,['e21e0230-9f99-46ae-b289-bdfab565f166'],"[38.7, 65.8]",6663.0,Antonio Barragán Fernández,2.0,Right Back,3638.0,Shkodran Mustafi,8.292768,-2.158799,1.0,Ground Pass,"[34.1, 58.9]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.401,0.10299999999999976,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.09671044189393108
e21e0230-9f99-46ae-b289-bdfab565f166,12,1,00:00:05.377,0,5,2,,42,Ball Receipt*,207,Valencia,9,From Kick Off,207,Valencia,,,['dbb457e1-16ae-4eb9-b9c6-fe69c8b7d0d6'],"[34.1, 58.9]",3638.0,Shkodran Mustafi,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.377,0.976,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6167471420664254
170b40d1-6df4-4fc1-9486-782dbc107bca,13,1,00:00:05.377,0,5,2,4.091909,43,Carry,207,Valencia,9,From Kick Off,207,Valencia,,,"['428ecdde-cc66-4d4a-950b-fde4df27a824', 'e21e0230-9f99-46ae-b289-bdfab565f166']","[34.1, 58.9]",3638.0,Shkodran Mustafi,3.0,Right Center Back,,,,,,,,,,,,"[42.4, 57.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.377,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8626066967704801
428ecdde-cc66-4d4a-950b-fde4df27a824,14,1,00:00:09.469,0,9,2,0.721474,30,Pass,207,Valencia,9,From Kick Off,207,Valencia,,,['ffef00c4-1b1f-44bd-b3e9-a11a8c76133c'],"[42.4, 57.9]",3638.0,Shkodran Mustafi,3.0,Right Center Back,6595.0,Daniel Parejo Muñoz,8.448076,0.28805545,1.0,Ground Pass,"[50.5, 60.3]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.469,4.092,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.5730165569166924
ffef00c4-1b1f-44bd-b3e9-a11a8c76133c,15,1,00:00:10.191,0,10,2,,42,Ball Receipt*,207,Valencia,9,From Kick Off,207,Valencia,,,['428ecdde-cc66-4d4a-950b-fde4df27a824'],"[50.5, 60.3]",6595.0,Daniel Parejo Muñoz,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.191,0.7220000000000013,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9047175297920141
ebc1565c-5bb9-4a06-8d59-692efedce3e8,16,1,00:00:10.191,0,10,2,0.669798,43,Carry,207,Valencia,9,From Kick Off,207,Valencia,,,"['fbdc4053-a7ca-4e43-a2a8-9989ebf83d29', 'ffef00c4-1b1f-44bd-b3e9-a11a8c76133c']","[50.5, 60.3]",6595.0,Daniel Parejo Muñoz,12.0,Right Midfield,,,,,,,,,,,,"[50.5, 60.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.191,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8977066600065217
fbdc4053-a7ca-4e43-a2a8-9989ebf83d29,17,1,00:00:10.861,0,10,2,1.104642,30,Pass,207,Valencia,9,From Kick Off,207,Valencia,,,['c151c15c-acb7-4700-9aaa-729958ca0287'],"[50.5, 60.3]",6595.0,Daniel Parejo Muñoz,12.0,Right Midfield,10037.0,Danilo Barbosa da Silva,7.7620873,-0.26060238,1.0,Ground Pass,"[58.0, 58.3]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.861,0.6699999999999999,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.18946800327805113
327351ae-9e2e-4279-983d-56a686bfebc6,18,1,00:00:10.909,0,10,2,0.32812,17,Pressure,207,Valencia,9,From Kick Off,208,Las Palmas,,,,"[54.0, 23.6]",6934.0,Jerónimo Figueroa Cabrera,16.0,Left Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.909,0.04800000000000004,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3551385091101589
c151c15c-acb7-4700-9aaa-729958ca0287,19,1,00:00:11.965,0,11,2,,42,Ball Receipt*,207,Valencia,9,From Kick Off,207,Valencia,,,['fbdc4053-a7ca-4e43-a2a8-9989ebf83d29'],"[58.0, 58.3]",10037.0,Danilo Barbosa da Silva,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.965,1.0559999999999992,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7642060670939662
28c81cff-1e5c-4bb1-9533-253fb8ecd429,20,1,00:00:11.965,0,11,2,0.990414,30,Pass,207,Valencia,9,From Kick Off,207,Valencia,,,['02b9b316-7136-401a-882b-aa9326f30c12'],"[57.8, 58.3]",10037.0,Danilo Barbosa da Silva,9.0,Right Defensive Midfield,6595.0,Daniel Parejo Muñoz,4.8826222,-2.1815224,1.0,Ground Pass,"[55.0, 54.3]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.965,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.9805125108564707
02b9b316-7136-401a-882b-aa9326f30c12,21,1,00:00:12.956,0,12,2,,42,Ball Receipt*,207,Valencia,9,From Kick Off,207,Valencia,,,['28c81cff-1e5c-4bb1-9533-253fb8ecd429'],"[55.0, 54.3]",6595.0,Daniel Parejo Muñoz,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.956,0.9909999999999997,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4257940087205535
531afb8c-e308-45c6-b695-0fa584c65b77,22,1,00:00:12.956,0,12,2,0.602829,30,Pass,207,Valencia,9,From Kick Off,207,Valencia,,,['c5a26cba-ef1d-433d-aa33-94c7efe95d47'],"[55.0, 54.3]",6595.0,Daniel Parejo Muñoz,12.0,Right Midfield,6751.0,Javier Fuego Martínez,12.030378,-1.8056947,1.0,Ground Pass,"[52.2, 42.6]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.956,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.12587862483553625
c5a26cba-ef1d-433d-aa33-94c7efe95d47,23,1,00:00:13.559,0,13,2,,42,Ball Receipt*,207,Valencia,9,From Kick Off,207,Valencia,,,['531afb8c-e308-45c6-b695-0fa584c65b77'],"[52.2, 42.6]",6751.0,Javier Fuego Martínez,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.559,0.6029999999999998,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6535266431780515
00dae27a-f9f3-4dab-8438-09f34e242b2e,24,1,00:00:13.559,0,13,2,0.883825,43,Carry,207,Valencia,9,From Kick Off,207,Valencia,,,"['3e09e1fd-cb65-4c1f-ae9b-dd54dd964c43', '56abfa01-7cb5-4059-a42c-220de252659e', 'c5a26cba-ef1d-433d-aa33-94c7efe95d47']","[52.2, 42.6]",6751.0,Javier Fuego Martínez,11.0,Left Defensive Midfield,,,,,,,,,,,,"[52.3, 40.8]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.559,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6851126231580398
3e09e1fd-cb65-4c1f-ae9b-dd54dd964c43,25,1,00:00:13.670,0,13,2,1.247087,17,Pressure,207,Valencia,9,From Kick Off,208,Las Palmas,,,"['00dae27a-f9f3-4dab-8438-09f34e242b2e', '56abfa01-7cb5-4059-a42c-220de252659e']","[65.4, 34.9]",6608.0,Nabil El Zhar,12.0,Right Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.67,0.11100000000000065,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.9312779937185124
56abfa01-7cb5-4059-a42c-220de252659e,26,1,00:00:14.442,0,14,2,1.043532,30,Pass,207,Valencia,9,From Kick Off,207,Valencia,,,"['3e09e1fd-cb65-4c1f-ae9b-dd54dd964c43', 'b7bc2f4d-c06c-4bd9-96db-fcd7d70ff5cf']","[52.3, 40.8]",6751.0,Javier Fuego Martínez,11.0,Left Defensive Midfield,27482.0,Aderllan Leandro de Jesus Santos,11.307077,-2.249681,1.0,Ground Pass,"[45.2, 32.0]",38.0,Left Foot,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.442,0.7720000000000002,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.4391984048472133
b7bc2f4d-c06c-4bd9-96db-fcd7d70ff5cf,27,1,00:00:15.486,0,15,2,,42,Ball Receipt*,207,Valencia,9,From Kick Off,207,Valencia,,,['56abfa01-7cb5-4059-a42c-220de252659e'],"[45.2, 32.0]",27482.0,Aderllan Leandro de Jesus Santos,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.486,1.0440000000000005,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5082153985907506
43de3c50-0a5e-4cb3-9818-53bb1dd8e1cd,28,1,00:00:15.486,0,15,2,1.294138,43,Carry,207,Valencia,9,From Kick Off,207,Valencia,,,"['3da4d556-9446-4dde-9583-b1565bb57226', 'b7bc2f4d-c06c-4bd9-96db-fcd7d70ff5cf']","[45.2, 32.0]",27482.0,Aderllan Leandro de Jesus Santos,5.0,Left Center Back,,,,,,,,,,,,"[49.1, 25.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.486,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7766714251316084
