id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,under_pressure,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,counterpress,pass_outcome_id,pass_outcome_name,pass_through_ball,pass_technique_id,pass_technique_name,ball_receipt_outcome_id,ball_receipt_outcome_name,off_camera,interception_outcome_id,interception_outcome_name,out,pass_cross,pass_cut_back,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,dribble_outcome_id,dribble_outcome_name,foul_committed_type_id,foul_committed_type_name,foul_committed_offensive,clearance_head,pass_aerial_won,dribble_nutmeg,dribble_overrun,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_freeze_frame,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_switch,foul_committed_advantage,foul_won_advantage,foul_won_defensive,goalkeeper_end_location,foul_committed_card_id,foul_committed_card_name,ball_recovery_recovery_failure,pass_outswinging,shot_first_time,clearance_aerial_won,pass_miscommunication,clearance_left_foot,pass_inswinging,shot_one_on_one,pass_no_touch,miscontrol_aerial_won,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_deflected,shot_aerial_won,block_offensive,block_deflection,shot_open_goal,pass_goal_assist,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Pass,event_type_Player Off,event_type_Player On,event_type_Pressure,event_type_Shield,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
25662b68-c883-4183-9f39-f8f70a14d17d,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,210,Real Sociedad,1,Regular Play,210,Real Sociedad,433.0,"[{'player': {'id': 6694, 'name': 'Gerónimo Rulli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8724, 'name': 'Carlos Martínez Díez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 6679, 'name': 'Aritz Elustondo Irribaria'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 30}, {'player': {'id': 6665, 'name': 'Íñigo Martínez Berridi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3023, 'name': 'Yuri Berchiche Izeta'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 6633, 'name': 'Markel Bergara Larrañaga'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 6690, 'name': 'Xabier Prieto Argarate'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 6899, 'name': 'Rubén Pardo Gutiérrez'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 5560, 'name': 'Carlos Alberto Vela Garrido'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 8522, 'name': 'Armindo Tué Na Bangna'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 8584, 'name': 'Jonathas Cristian de Jesus'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.4862384808557083
ef2386e1-750b-4107-bd3c-c60f55db9ee7,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,210,Real Sociedad,1,Regular Play,207,Valencia,442.0,"[{'player': {'id': 6898, 'name': 'Jaume Doménech Sánchez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 24}, {'player': {'id': 6663, 'name': 'Antonio Barragán Fernández'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 3638, 'name': 'Shkodran Mustafi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 4406, 'name': 'Aymen Abdennour'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 7005, 'name': 'João Pedro Cavaco Cancelo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 6595, 'name': 'Daniel Parejo Muñoz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 5741, 'name': 'Enzo Nicolás Pérez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 6594, 'name': 'Santiago Mina Lorenzo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 22}, {'player': {'id': 7797, 'name': 'Rodrigo Javier De Paul'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 20}, {'player': {'id': 5718, 'name': 'Rodrigo Moreno Machado'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 17}, {'player': {'id': 6402, 'name': 'Francisco Alcácer García'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.5686371205415626
fe2e2cdd-7e25-45e9-a04b-85c3e89d8803,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,210,Real Sociedad,1,Regular Play,207,Valencia,,,['bd1182e6-88a3-4e49-92d5-6203dc76f3b2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.6886202720597476
bd1182e6-88a3-4e49-92d5-6203dc76f3b2,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,210,Real Sociedad,1,Regular Play,210,Real Sociedad,,,['fe2e2cdd-7e25-45e9-a04b-85c3e89d8803'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.38004962287771893
c0484bf9-356b-427d-8be9-95a1336215ea,5,1,00:00:00.429,0,0,2,0.335777,30,Pass,207,Valencia,9,From Kick Off,207,Valencia,,,['ebcbb33c-f348-4b3d-8a7a-9cc7631efb1a'],"[60.0, 40.0]",5718.0,Rodrigo Moreno Machado,22.0,Right Center Forward,6402.0,Francisco Alcácer García,3.4014702,1.6001996,1.0,Ground Pass,"[59.9, 43.4]",40.0,Right Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.429,0.429,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.9855880447967259
ebcbb33c-f348-4b3d-8a7a-9cc7631efb1a,6,1,00:00:00.765,0,0,2,,42,Ball Receipt*,207,Valencia,9,From Kick Off,207,Valencia,,,['c0484bf9-356b-427d-8be9-95a1336215ea'],"[59.9, 43.4]",6402.0,Francisco Alcácer García,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.765,0.336,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9331732896028706
009440ea-4f71-45ce-b881-86dfad24111c,7,1,00:00:00.765,0,0,2,0.119998,43,Carry,207,Valencia,9,From Kick Off,207,Valencia,,,"['4501b7ff-a457-455a-ace4-7e0c92130727', 'ebcbb33c-f348-4b3d-8a7a-9cc7631efb1a']","[59.9, 43.4]",6402.0,Francisco Alcácer García,24.0,Left Center Forward,,,,,,,,,,,,"[58.7, 41.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.765,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5014379871447351
4501b7ff-a457-455a-ace4-7e0c92130727,8,1,00:00:00.885,0,0,2,0.826343,30,Pass,207,Valencia,9,From Kick Off,207,Valencia,,,['5295f0b6-1504-481c-9a9b-f9fd4aa6b3bc'],"[58.7, 41.1]",6402.0,Francisco Alcácer García,24.0,Left Center Forward,6595.0,Daniel Parejo Muñoz,12.955694,-3.0488362,1.0,Ground Pass,"[45.8, 39.9]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.885,0.12,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.03811577753784823
5295f0b6-1504-481c-9a9b-f9fd4aa6b3bc,9,1,00:00:01.711,0,1,2,,42,Ball Receipt*,207,Valencia,9,From Kick Off,207,Valencia,,,['4501b7ff-a457-455a-ace4-7e0c92130727'],"[45.8, 39.9]",6595.0,Daniel Parejo Muñoz,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.711,0.8260000000000001,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9342216619559144
beccc54e-9570-4e70-a02e-4b17dee05f4c,10,1,00:00:01.711,0,1,2,2.547668,43,Carry,207,Valencia,9,From Kick Off,207,Valencia,,,"['2e503de7-e9c2-4ded-abf1-a5557643b4fb', '5295f0b6-1504-481c-9a9b-f9fd4aa6b3bc']","[45.8, 39.9]",6595.0,Daniel Parejo Muñoz,9.0,Right Defensive Midfield,,,,,,,,,,,,"[45.2, 38.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.711,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.48945369785816717
2e503de7-e9c2-4ded-abf1-a5557643b4fb,11,1,00:00:04.259,0,4,2,2.017301,30,Pass,207,Valencia,9,From Kick Off,207,Valencia,,,['b632e836-b9cb-4193-8bc1-deb68bae4c32'],"[45.2, 38.2]",6595.0,Daniel Parejo Muñoz,9.0,Right Defensive Midfield,4406.0,Aymen Abdennour,17.523699,-2.4775465,1.0,Ground Pass,"[31.4, 27.4]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.259,2.548,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.19519165803507876
b632e836-b9cb-4193-8bc1-deb68bae4c32,12,1,00:00:06.276,0,6,2,,42,Ball Receipt*,207,Valencia,9,From Kick Off,207,Valencia,,,['2e503de7-e9c2-4ded-abf1-a5557643b4fb'],"[31.4, 27.4]",4406.0,Aymen Abdennour,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.276,2.0169999999999995,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.30876902830691855
a2896c44-b10b-4747-9406-ac32a5d17a1f,13,1,00:00:06.276,0,6,2,1.490625,43,Carry,207,Valencia,9,From Kick Off,207,Valencia,,,"['b632e836-b9cb-4193-8bc1-deb68bae4c32', 'ff5bf68c-9b12-4fb3-a623-d402e4e9c4c6']","[31.4, 27.4]",4406.0,Aymen Abdennour,5.0,Left Center Back,,,,,,,,,,,,"[38.1, 12.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.276,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.06500395506553625
ff5bf68c-9b12-4fb3-a623-d402e4e9c4c6,14,1,00:00:07.767,0,7,2,0.707607,30,Pass,207,Valencia,9,From Kick Off,207,Valencia,,,['077a49db-a0f6-4cff-a051-6746afc3d6d8'],"[38.1, 12.0]",4406.0,Aymen Abdennour,5.0,Left Center Back,7005.0,João Pedro Cavaco Cancelo,10.113852,-1.3210216,1.0,Ground Pass,"[40.6, 2.2]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.767,1.4910000000000005,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.4115811034673683
077a49db-a0f6-4cff-a051-6746afc3d6d8,15,1,00:00:08.474,0,8,2,,42,Ball Receipt*,207,Valencia,9,From Kick Off,207,Valencia,,,['ff5bf68c-9b12-4fb3-a623-d402e4e9c4c6'],"[40.6, 2.2]",7005.0,João Pedro Cavaco Cancelo,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.474,0.7069999999999999,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7389343512671791
9b47f494-e4c4-48e2-970a-c82e0d2fcc42,16,1,00:00:08.474,0,8,2,2.005777,43,Carry,207,Valencia,9,From Kick Off,207,Valencia,,,"['077a49db-a0f6-4cff-a051-6746afc3d6d8', '9b35a5a7-67fe-4652-bb49-2d9a57590974']","[40.6, 2.2]",7005.0,João Pedro Cavaco Cancelo,6.0,Left Back,,,,,,,,,,,,"[37.4, 4.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.474,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1375887332104232
9b35a5a7-67fe-4652-bb49-2d9a57590974,17,1,00:00:10.480,0,10,2,1.950221,30,Pass,207,Valencia,9,From Kick Off,207,Valencia,,,['ef1e6933-8c2a-498e-8152-6fc8999b26d1'],"[37.4, 4.3]",7005.0,João Pedro Cavaco Cancelo,6.0,Left Back,6898.0,Jaume Doménech Sánchez,34.02073,2.3333294,1.0,Ground Pass,"[13.9, 28.9]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.48,2.0060000000000002,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.4708875790492888
ef1e6933-8c2a-498e-8152-6fc8999b26d1,18,1,00:00:12.430,0,12,2,,42,Ball Receipt*,207,Valencia,9,From Kick Off,207,Valencia,,,['9b35a5a7-67fe-4652-bb49-2d9a57590974'],"[13.9, 28.9]",6898.0,Jaume Doménech Sánchez,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.43,1.9499999999999993,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9371983224106969
ae27bd02-08da-42a4-b824-186216df2661,19,1,00:00:12.430,0,12,2,2.967277,43,Carry,207,Valencia,9,From Kick Off,207,Valencia,,,"['0a5c369b-b01a-4d40-b33c-38527a2c6cc7', 'ef1e6933-8c2a-498e-8152-6fc8999b26d1']","[13.9, 28.9]",6898.0,Jaume Doménech Sánchez,1.0,Goalkeeper,,,,,,,,,,,,"[9.1, 38.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.43,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.43088969424762
0a5c369b-b01a-4d40-b33c-38527a2c6cc7,20,1,00:00:15.397,0,15,2,1.1704,30,Pass,207,Valencia,9,From Kick Off,207,Valencia,,,['edf38a7f-f733-4ae3-af22-955dd734b091'],"[9.1, 38.2]",6898.0,Jaume Doménech Sánchez,1.0,Goalkeeper,3638.0,Shkodran Mustafi,26.87992,1.1204591,1.0,Ground Pass,"[20.8, 62.4]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.397,2.9670000000000005,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.9947032098760542
edf38a7f-f733-4ae3-af22-955dd734b091,21,1,00:00:16.568,0,16,2,,42,Ball Receipt*,207,Valencia,9,From Kick Off,207,Valencia,,,['0a5c369b-b01a-4d40-b33c-38527a2c6cc7'],"[20.8, 62.4]",3638.0,Shkodran Mustafi,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.568,1.1710000000000012,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6518619575584519
a6da092e-be64-432c-b554-6f35243b4edc,22,1,00:00:16.568,0,16,2,1.305758,43,Carry,207,Valencia,9,From Kick Off,207,Valencia,,,"['931b3725-fa72-4f43-b427-5615ad3fdd40', 'edf38a7f-f733-4ae3-af22-955dd734b091']","[20.8, 62.4]",3638.0,Shkodran Mustafi,3.0,Right Center Back,,,,,,,,,,,,"[23.9, 63.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.568,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8002707655997838
931b3725-fa72-4f43-b427-5615ad3fdd40,23,1,00:00:17.874,0,17,2,1.454659,30,Pass,207,Valencia,9,From Kick Off,207,Valencia,,,['71606204-3c65-4ea1-b346-b5808f1db024'],"[23.9, 63.6]",3638.0,Shkodran Mustafi,3.0,Right Center Back,6663.0,Antonio Barragán Fernández,19.709135,0.6739485,1.0,Ground Pass,"[39.3, 75.9]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.874,1.3059999999999974,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.3119987614391311
71606204-3c65-4ea1-b346-b5808f1db024,24,1,00:00:19.328,0,19,2,,42,Ball Receipt*,207,Valencia,9,From Kick Off,207,Valencia,,,['931b3725-fa72-4f43-b427-5615ad3fdd40'],"[39.3, 75.9]",6663.0,Antonio Barragán Fernández,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.328,1.4540000000000006,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.45159523441467886
3d44ccc0-75de-4fa0-b904-24908cdf34cb,25,1,00:00:19.328,0,19,2,1.8383,43,Carry,207,Valencia,9,From Kick Off,207,Valencia,,,"['599120de-0fdc-45bf-b5be-4b7c3d8cf99b', '71606204-3c65-4ea1-b346-b5808f1db024']","[39.3, 75.9]",6663.0,Antonio Barragán Fernández,2.0,Right Back,,,,,,,,,,,,"[50.3, 75.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.328,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.22041992243021524
599120de-0fdc-45bf-b5be-4b7c3d8cf99b,26,1,00:00:21.167,0,21,2,0.982653,30,Pass,207,Valencia,9,From Kick Off,207,Valencia,,,['c3496f38-0262-4151-a7e1-095fabc33874'],"[50.3, 75.1]",6663.0,Antonio Barragán Fernández,2.0,Right Back,6595.0,Daniel Parejo Muñoz,12.126417,-1.6368159,1.0,Ground Pass,"[49.5, 63.0]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.167,1.8390000000000022,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.9379489612467795
c3496f38-0262-4151-a7e1-095fabc33874,27,1,00:00:22.149,0,22,2,,42,Ball Receipt*,207,Valencia,9,From Kick Off,207,Valencia,,,['599120de-0fdc-45bf-b5be-4b7c3d8cf99b'],"[49.5, 63.0]",6595.0,Daniel Parejo Muñoz,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.149,0.9819999999999993,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.38378498783194925
86bb517c-9058-49c6-ba45-e2c48c5282f5,28,1,00:00:22.149,0,22,2,1.599497,43,Carry,207,Valencia,9,From Kick Off,207,Valencia,,,"['7c16a772-86d6-496a-aaaa-341f81cf0644', 'c3496f38-0262-4151-a7e1-095fabc33874']","[49.5, 63.0]",6595.0,Daniel Parejo Muñoz,9.0,Right Defensive Midfield,,,,,,,,,,,,"[47.6, 54.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.149,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1307048050984766
7c16a772-86d6-496a-aaaa-341f81cf0644,29,1,00:00:23.749,0,23,2,1.588716,30,Pass,207,Valencia,9,From Kick Off,207,Valencia,,,['56bf8e21-5a52-4c66-92df-6da6e4bd95a7'],"[47.6, 54.5]",6595.0,Daniel Parejo Muñoz,9.0,Right Defensive Midfield,4406.0,Aymen Abdennour,23.356585,-2.1766117,1.0,Ground Pass,"[34.3, 35.3]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.749,1.5999999999999979,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.1080585264184517
56bf8e21-5a52-4c66-92df-6da6e4bd95a7,30,1,00:00:25.337,0,25,2,,42,Ball Receipt*,207,Valencia,9,From Kick Off,207,Valencia,,,['7c16a772-86d6-496a-aaaa-341f81cf0644'],"[34.3, 35.3]",4406.0,Aymen Abdennour,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.337,1.588000000000001,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.25308636521452066
9e9c89cc-938c-46ad-9367-32abe565ec00,31,1,00:00:25.337,0,25,2,1.02573,43,Carry,207,Valencia,9,From Kick Off,207,Valencia,,,"['2bdcd221-226a-4831-91c4-4a0a0e3be8f6', '56bf8e21-5a52-4c66-92df-6da6e4bd95a7']","[34.3, 35.3]",4406.0,Aymen Abdennour,5.0,Left Center Back,,,,,,,,,,,,"[38.7, 27.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.337,0.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.41436119364462487
2bdcd221-226a-4831-91c4-4a0a0e3be8f6,32,1,00:00:26.363,0,26,2,1.405272,30,Pass,207,Valencia,9,From Kick Off,207,Valencia,,,['7ed00704-c1e2-4fe2-b649-be87154df69f'],"[38.7, 27.4]",4406.0,Aymen Abdennour,5.0,Left Center Back,7005.0,João Pedro Cavaco Cancelo,29.876078,-0.89448714,1.0,Ground Pass,"[57.4, 4.1]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.363,1.0259999999999998,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.94421109369354
