id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry_end_location,pass_switch,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,under_pressure,duel_type_id,duel_type_name,pass_aerial_won,out,off_camera,counterpress,duel_outcome_id,duel_outcome_name,dribble_outcome_id,dribble_outcome_name,foul_won_defensive,pass_through_ball,pass_technique_id,pass_technique_name,interception_outcome_id,interception_outcome_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,clearance_head,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,pass_cross,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_first_time,shot_outcome_id,shot_outcome_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,foul_committed_advantage,foul_won_advantage,pass_miscommunication,dribble_overrun,clearance_left_foot,shot_one_on_one,ball_recovery_recovery_failure,foul_committed_card_id,foul_committed_card_name,clearance_aerial_won,injury_stoppage_in_chain,pass_cut_back,pass_goal_assist,goalkeeper_technique_id,goalkeeper_technique_name,pass_deflected,pass_inswinging,shot_aerial_won,pass_outswinging,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,dribble_nutmeg,bad_behaviour_card_id,bad_behaviour_card_name,goalkeeper_success_out,timestamp_seconds,time_since_last_event,distance_to_goal,event_type_Bad Behaviour,event_type_Ball Receipt*,event_type_Ball Recovery,event_type_Block,event_type_Carry,event_type_Clearance,event_type_Dispossessed,event_type_Dribble,event_type_Dribbled Past,event_type_Duel,event_type_Foul Committed,event_type_Foul Won,event_type_Goal Keeper,event_type_Half End,event_type_Half Start,event_type_Injury Stoppage,event_type_Interception,event_type_Miscontrol,event_type_Offside,event_type_Pass,event_type_Pressure,event_type_Referee Ball-Drop,event_type_Shot,event_type_Starting XI,event_type_Substitution,event_type_Tactical Shift,pitch_control_score
e30e3308-1baf-4cc9-84e3-e4e8e0ca1a1f,11,1,00:00:04.142,0,4,2,3.242387,30,Pass,1049,Granada,9,From Kick Off,1049,Granada,,,"['b0223a6b-7df0-49c0-832c-f428cef1fd40', 'b656fd2f-5f92-4d2e-a65c-ea6f7199441c']","[39.0, 32.5]",19454.0,Ricardo Miguel Moreira da Costa,5.0,Left Center Back,6918.0,Isaac Ajayi Success,65.33667,0.7853982,3.0,High Pass,"[85.2, 78.7]",,,40.0,Right Foot,,True,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.142,1.4690000000000003,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.4385893909436632
b656fd2f-5f92-4d2e-a65c-ea6f7199441c,12,1,00:00:07.384,0,7,2,,42,Ball Receipt*,1049,Granada,9,From Kick Off,1049,Granada,,,['e30e3308-1baf-4cc9-84e3-e4e8e0ca1a1f'],"[82.9, 78.0]",6918.0,Isaac Ajayi Success,17.0,Right Wing,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.384,3.242,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8329275069731543
c9944e45-9d0b-41e3-9614-b61a8c4a658a,13,1,00:00:07.384,0,7,2,0.0,4,Duel,1049,Granada,9,From Kick Off,1049,Granada,,,['b0223a6b-7df0-49c0-832c-f428cef1fd40'],"[85.2, 78.7]",6918.0,Isaac Ajayi Success,17.0,Right Wing,,,,,,,,,,,,,,,,,,True,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.384,0.0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.9059227233172648
b0223a6b-7df0-49c0-832c-f428cef1fd40,14,1,00:00:07.384,0,7,2,0.088979,30,Pass,1049,Granada,9,From Kick Off,220,Real Madrid,,,"['c9944e45-9d0b-41e3-9614-b61a8c4a658a', 'e30e3308-1baf-4cc9-84e3-e4e8e0ca1a1f', 'f59a6eba-7690-499d-95ac-40a492802e40']","[34.9, 1.4]",5552.0,Marcelo Vieira da Silva Júnior,6.0,Left Back,,,2.5632012,0.35877067,3.0,High Pass,"[37.3, 2.3]",66.0,Recovery,,,,,9.0,Incomplete,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.384,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.814262830696366
f59a6eba-7690-499d-95ac-40a492802e40,15,1,00:00:07.473,0,7,2,0.0,6,Block,1049,Granada,9,From Kick Off,1049,Granada,,,['b0223a6b-7df0-49c0-832c-f428cef1fd40'],"[82.8, 77.8]",6918.0,Isaac Ajayi Success,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.473,0.08899999999999952,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.39370602342598493
a8482ccb-3e06-49af-bc6a-5886b443ab84,16,1,00:00:16.999,0,16,3,1.973072,30,Pass,220,Real Madrid,4,From Throw In,220,Real Madrid,,,['31662043-fc0d-442e-b74e-43dec9f8b586'],"[35.8, 0.1]",5552.0,Marcelo Vieira da Silva Júnior,6.0,Left Back,5201.0,Sergio Ramos García,18.11574,2.3952372,2.0,Low Pass,"[22.5, 12.4]",67.0,Throw-in,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.999,9.526,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.2144956335895435
31662043-fc0d-442e-b74e-43dec9f8b586,17,1,00:00:18.972,0,18,3,,42,Ball Receipt*,220,Real Madrid,4,From Throw In,220,Real Madrid,,,['a8482ccb-3e06-49af-bc6a-5886b443ab84'],"[22.5, 12.4]",5201.0,Sergio Ramos García,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.972,1.9730000000000025,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.10883168997924486
c59ecd2f-bedf-45d6-b158-0bb7ad39b780,18,1,00:00:18.993,0,18,3,2.531497,30,Pass,220,Real Madrid,4,From Throw In,220,Real Madrid,,,['d1be2532-afeb-474c-8dd2-cff14de3d1a2'],"[19.1, 12.8]",5201.0,Sergio Ramos García,5.0,Left Center Back,5485.0,Raphaël Varane,26.918581,1.5336387,1.0,Ground Pass,"[20.1, 39.7]",,,40.0,Right Foot,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.993,0.020999999999997243,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.2726887689215802
d1be2532-afeb-474c-8dd2-cff14de3d1a2,19,1,00:00:21.524,0,21,3,,42,Ball Receipt*,220,Real Madrid,4,From Throw In,220,Real Madrid,,,['c59ecd2f-bedf-45d6-b158-0bb7ad39b780'],"[20.1, 39.7]",5485.0,Raphaël Varane,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.524,2.5310000000000024,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.04472878927068502
29be7569-20d0-482f-9b4f-8306e974c29c,20,1,00:00:22.454,0,22,3,1.905097,30,Pass,220,Real Madrid,4,From Throw In,220,Real Madrid,,,['3ffaf3b3-202b-4998-9b78-c26289f67901'],"[20.1, 39.7]",5485.0,Raphaël Varane,3.0,Right Center Back,5721.0,Daniel Carvajal Ramos,35.439667,1.167757,1.0,Ground Pass,"[34.0, 72.3]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.454,0.9299999999999997,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.8532996844960533
3ffaf3b3-202b-4998-9b78-c26289f67901,21,1,00:00:24.359,0,24,3,,42,Ball Receipt*,220,Real Madrid,4,From Throw In,220,Real Madrid,,,['29be7569-20d0-482f-9b4f-8306e974c29c'],"[34.0, 72.3]",5721.0,Daniel Carvajal Ramos,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.359,1.9050000000000011,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7902766412477914
ccf237e0-a083-4b0a-8929-802f9b16370a,22,1,00:00:24.359,0,24,3,1.074369,43,Carry,220,Real Madrid,4,From Throw In,220,Real Madrid,,,"['3ffaf3b3-202b-4998-9b78-c26289f67901', 'fa5f0e3e-0d61-4484-9073-616f4f20d368']","[34.0, 72.3]",5721.0,Daniel Carvajal Ramos,2.0,Right Back,,,,,,,,,,,,"[37.3, 71.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.359,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8615308811826361
fa5f0e3e-0d61-4484-9073-616f4f20d368,23,1,00:00:25.433,0,25,3,2.216097,30,Pass,220,Real Madrid,4,From Throw In,220,Real Madrid,,,['c748f34b-8326-4bdb-b13a-44a568a06fe1'],"[37.3, 71.7]",5721.0,Daniel Carvajal Ramos,2.0,Right Back,5485.0,Raphaël Varane,26.87936,-2.3298848,1.0,Ground Pass,"[18.8, 52.2]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.433,1.073999999999998,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.43585791969413956
c748f34b-8326-4bdb-b13a-44a568a06fe1,24,1,00:00:27.649,0,27,3,,42,Ball Receipt*,220,Real Madrid,4,From Throw In,220,Real Madrid,,,['fa5f0e3e-0d61-4484-9073-616f4f20d368'],"[18.8, 52.2]",5485.0,Raphaël Varane,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.649,2.216000000000001,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5437773443858702
3eb4a45e-7f10-40ab-8078-18bdf30a5568,25,1,00:00:27.649,0,27,3,0.537138,43,Carry,220,Real Madrid,4,From Throw In,220,Real Madrid,,,"['64899a4c-12f6-4579-82bb-c16e0873ceb6', 'c748f34b-8326-4bdb-b13a-44a568a06fe1']","[18.8, 52.2]",5485.0,Raphaël Varane,3.0,Right Center Back,,,,,,,,,,,,"[18.8, 52.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.649,0.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6984439455535926
64899a4c-12f6-4579-82bb-c16e0873ceb6,26,1,00:00:28.186,0,28,3,3.01123,30,Pass,220,Real Madrid,4,From Throw In,220,Real Madrid,,,['254fd6e2-716c-45f5-b49c-66f47fffcabb'],"[18.8, 52.2]",5485.0,Raphaël Varane,3.0,Right Center Back,5552.0,Marcelo Vieira da Silva Júnior,57.7492,-1.0164187,2.0,Low Pass,"[49.2, 3.1]",,,40.0,Right Foot,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.186,0.536999999999999,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.964289119349805
2bb11e0b-4599-4117-abc3-0a1db8bd64ee,27,1,00:00:31.059,0,31,3,0.182749,17,Pressure,220,Real Madrid,4,From Throw In,1049,Granada,,,"['254fd6e2-716c-45f5-b49c-66f47fffcabb', 'b4f7c540-d737-40d4-82e5-4fc7883619aa']","[71.7, 75.2]",6918.0,Isaac Ajayi Success,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.059,2.873000000000001,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.3479797220367078
254fd6e2-716c-45f5-b49c-66f47fffcabb,28,1,00:00:31.197,0,31,3,,42,Ball Receipt*,220,Real Madrid,4,From Throw In,220,Real Madrid,,,"['2bb11e0b-4599-4117-abc3-0a1db8bd64ee', '64899a4c-12f6-4579-82bb-c16e0873ceb6']","[49.2, 3.1]",5552.0,Marcelo Vieira da Silva Júnior,6.0,Left Back,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.197,0.13799999999999812,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7632973833693456
b4f7c540-d737-40d4-82e5-4fc7883619aa,29,1,00:00:31.197,0,31,3,1.789839,30,Pass,220,Real Madrid,4,From Throw In,220,Real Madrid,,,"['2bb11e0b-4599-4117-abc3-0a1db8bd64ee', 'd662cb36-730e-4dd3-baa6-3cb92c99c6d3']","[48.7, 2.3]",5552.0,Marcelo Vieira da Silva Júnior,6.0,Left Back,5207.0,Cristiano Ronaldo dos Santos Aveiro,15.302941,-0.019605331,2.0,Low Pass,"[64.0, 2.0]",,,38.0,Left Foot,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.197,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.9500930428356011
